realtime_start,value
2019-12-06,156309.0
2019-12-06,184524.0
2019-12-06,184783.0
2019-12-06,207881.0
2019-12-06,208114.0
2019-12-06,229761.0
2019-12-06,229966.0
2019-12-06,252643.0
2019-12-06,252913.0
2019-12-06,284137.0
2019-12-06,284350.0
2019-12-06,310781.705
2019-12-06,310960.74
2019-12-06,330309.946
