Date,Open
10/21/2008,60.15
10/27/2008,58.6
11/6/2008,64.04
11/18/2008,60.23
12/1/2008,64.95
12/11/2008,56.77
12/17/2008,57.5
12/30/2008,55.56
1/6/2009,58.74
1/23/2009,53.01
1/29/2009,55.63
2/4/2009,51.91
2/10/2009,53.86
3/5/2009,43.53
1/5/2006,78.41
2/3/2006,71.75
2/9/2006,71.36
2/15/2006,73.71
3/10/2006,71.9
4/7/2006,81.25
5/12/2006,86.9
6/28/2006,78.71
7/5/2006,80.9
8/14/2006,68.53
8/18/2006,71.52
8/24/2006,70.5
9/18/2006,74.14
9/22/2006,73.3
10/26/2006,79.46
11/24/2006,80.86
1/8/2007,77.42
1/25/2007,79.56
1/31/2007,74.21
2/16/2007,76.91
3/7/2007,73.47
3/23/2007,77.59
3/29/2007,76.38
4/23/2007,77.75
5/3/2007,84.31
5/21/2007,86.9
6/1/2007,87.96
6/13/2007,85.7
6/19/2007,87.63
6/25/2007,86.6
7/18/2007,91.1
8/15/2007,84.94
9/7/2007,90.39
9/13/2007,89.08
9/25/2007,91.49
10/11/2007,96.1
11/14/2007,81.56
12/13/2007,86.41
12/19/2007,85.69
12/26/2007,86.97
1/18/2008,75.47
2/6/2008,79.47
2/19/2008,80.25
3/12/2008,77.97
3/18/2008,79.84
3/31/2008,78.06
4/22/2008,82.15
4/28/2008,77.6
5/2/2008,78.44
5/8/2008,77.12
5/20/2008,79.04
5/27/2008,75.73
6/2/2008,77.41
6/6/2008,76.73
6/30/2008,69.48
7/11/2008,68.27
8/14/2008,72.55
8/26/2008,70.47
9/2/2008,72.38
9/30/2008,67.28
10/10/2008,51.83
11/3/2008,63.56
11/13/2008,59.23
11/25/2008,64.34
12/12/2008,54.27
12/18/2008,58.9
12/24/2008,55.61
1/7/2009,58.61
1/26/2009,53.54
1/30/2009,56.59
3/6/2009,42.84
1/6/2006,78.64
2/6/2006,71.0
3/1/2006,74.19
3/7/2006,71.8
3/29/2006,77.81
4/4/2006,76.52
5/9/2006,87.61
6/13/2006,80.35
6/29/2006,79.29
7/6/2006,80.87
8/3/2006,69.61
8/21/2006,71.3
8/25/2006,70.06
9/19/2006,74.78
9/25/2006,73.18
11/20/2006,81.4
1/3/2007,77.53
1/16/2007,79.48
1/26/2007,78.97
2/1/2007,74.75
2/26/2007,76.45
3/2/2007,73.25
3/26/2007,77.66
3/30/2007,75.98
4/24/2007,77.14
6/4/2007,88.43
6/8/2007,84.89
6/20/2007,87.97
6/26/2007,86.25
7/9/2007,87.97
7/19/2007,91.8
8/16/2007,83.21
8/22/2007,88.52
9/4/2007,90.96
9/14/2007,88.66
10/8/2007,95.75
11/9/2007,79.98
11/28/2007,82.57
12/4/2007,81.88
12/10/2007,86.26
12/20/2007,84.79
12/27/2007,86.1
1/22/2008,72.07
2/1/2008,79.79
2/7/2008,78.6
2/26/2008,80.6
3/13/2008,77.49
3/19/2008,81.24
3/26/2008,78.73
4/7/2008,80.95
4/11/2008,78.8
4/23/2008,81.52
4/29/2008,77.19
5/5/2008,78.62
5/9/2008,75.99
5/15/2008,77.7
6/9/2008,75.32
6/13/2008,76.19
7/1/2008,68.66
7/18/2008,69.48
7/24/2008,72.4
8/5/2008,70.23
8/11/2008,73.19
9/15/2008,68.02
9/19/2008,74.24
10/17/2008,56.16
11/10/2008,65.98
11/20/2008,58.25
11/26/2008,62.45
12/9/2008,55.46
12/19/2008,58.0
12/26/2008,55.55
1/8/2009,57.68
3/9/2009,41.31
