Timestamp,OutboundUtilzation (%)
11/1/2017 10:22,72.6732
11/1/2017 10:27,74.7575
11/1/2017 13:02,85.9501
11/1/2017 13:07,81.6307
11/1/2017 15:42,61.9795
11/1/2017 15:47,61.2102
11/1/2017 18:22,46.985
11/1/2017 18:27,50.9482
11/1/2017 21:02,65.5094
11/1/2017 21:07,80.7221
11/1/2017 23:42,77.8308
11/1/2017 23:47,74.868
11/2/2017 2:47,79.4865
11/2/2017 2:52,78.7171
11/2/2017 5:27,51.4846
11/2/2017 5:32,61.2415
11/2/2017 8:07,86.7961
11/2/2017 8:12,86.8755
11/2/2017 10:52,64.0007
11/2/2017 10:57,63.736
11/2/2017 13:37,81.2729
11/2/2017 13:42,80.3603
11/2/2017 16:17,57.8077
11/2/2017 16:22,67.4454
11/2/2017 19:02,92.3745
11/2/2017 19:07,89.5626
11/2/2017 21:42,61.6586
11/2/2017 21:47,63.0603
11/3/2017 0:22,76.1819
11/3/2017 0:27,70.6083
11/3/2017 3:37,87.2762
11/3/2017 3:42,86.3599
11/3/2017 6:22,94.7694
11/3/2017 6:27,84.8413
11/3/2017 9:02,73.245
11/3/2017 9:07,67.3021
11/3/2017 11:42,66.5281
11/3/2017 11:47,65.2195
11/3/2017 14:22,70.8072
11/3/2017 14:27,67.4003
11/3/2017 17:02,21.369
11/3/2017 17:07,24.1174
11/3/2017 19:42,55.16
11/3/2017 19:47,56.1891
11/3/2017 22:22,99.2125
11/3/2017 22:27,93.6609
11/4/2017 1:02,76.7969
11/4/2017 1:07,92.0954
11/4/2017 3:42,35.7199
11/4/2017 3:47,39.6881
11/4/2017 6:22,59.8974
11/4/2017 6:27,60.3111
11/4/2017 9:02,49.3229
11/4/2017 9:07,59.4678
11/4/2017 11:42,86.2482
11/4/2017 11:47,85.0563
11/4/2017 14:22,50.7875
11/4/2017 14:27,45.8076
11/4/2017 17:02,44.1521
11/4/2017 17:07,50.5977
11/4/2017 19:42,41.5866
11/4/2017 19:47,41.8875
11/4/2017 22:22,64.0941
11/4/2017 22:27,65.8607
11/5/2017 1:02,91.75
11/5/2017 1:07,99.8922
11/5/2017 3:42,43.6702
11/5/2017 3:47,42.2134
11/5/2017 6:22,76.1746
11/5/2017 6:27,60.3755
11/5/2017 9:02,76.6287
11/5/2017 9:07,81.8154
11/5/2017 11:47,71.3462
11/5/2017 11:52,60.7826
11/5/2017 14:27,33.1006
11/5/2017 14:32,36.3457
11/5/2017 17:07,38.8869
11/5/2017 17:12,29.2703
11/5/2017 19:47,39.4936
11/5/2017 19:52,40.2751
11/5/2017 22:27,13.4132
11/5/2017 22:32,33.5089
11/6/2017 1:07,96.2435
11/6/2017 1:12,95.5546
11/6/2017 3:47,64.1421
11/6/2017 3:52,61.3624
11/6/2017 6:27,16.5153
11/6/2017 6:32,19.0091
11/6/2017 9:07,77.601
11/6/2017 9:12,70.9481
11/6/2017 11:47,52.1816
11/6/2017 11:52,42.9554
11/6/2017 14:27,54.7002
11/6/2017 14:32,54.5019
11/6/2017 17:07,39.1618
11/6/2017 17:12,39.9627
11/6/2017 19:47,58.4272
11/6/2017 19:52,54.4173
11/6/2017 22:27,40.0108
11/6/2017 22:32,48.8816
11/7/2017 1:07,90.7138
11/7/2017 1:12,84.3988
11/7/2017 3:52,79.5849
11/7/2017 3:57,71.8609
11/7/2017 6:32,86.4956
11/7/2017 6:37,90.9346
11/7/2017 9:12,82.7553
11/7/2017 9:17,82.6875
11/7/2017 11:52,68.1665
11/7/2017 11:57,68.7067
11/7/2017 14:32,61.1547
11/7/2017 14:37,58.3001
11/7/2017 17:12,61.6788
11/7/2017 17:17,60.9135
11/7/2017 19:52,78.2755
11/7/2017 19:57,82.0958
11/7/2017 22:32,78.6649
11/7/2017 22:37,76.4499
11/8/2017 1:22,82.2614
11/8/2017 1:27,91.0844
11/8/2017 5:52,55.7731
11/8/2017 5:57,72.0482
11/8/2017 8:32,81.9364
11/8/2017 8:37,64.1175
11/8/2017 11:12,81.541
11/8/2017 11:17,74.3499
11/8/2017 13:52,61.7807
11/8/2017 13:57,55.929
11/8/2017 16:32,34.2514
11/8/2017 16:37,19.7908
11/8/2017 19:12,47.8588
11/8/2017 19:17,67.795
11/8/2017 21:52,30.4688
11/8/2017 21:57,32.2425
11/9/2017 0:42,81.7909
11/9/2017 0:47,82.1956
11/9/2017 3:27,66.1575
11/9/2017 3:32,87.7268
11/9/2017 5:27,6.64381
11/9/2017 6:07,75.8573
11/9/2017 6:12,55.0455
11/9/2017 8:47,39.8118
11/9/2017 8:52,39.5551
11/9/2017 11:27,69.2019
11/9/2017 11:32,65.0092
11/9/2017 14:07,44.25
11/9/2017 14:12,42.414
11/9/2017 16:47,47.0962
11/9/2017 16:52,51.9217
11/9/2017 19:27,40.9474
11/9/2017 19:32,37.9252
11/9/2017 22:07,21.0492
11/9/2017 22:12,19.5798
11/10/2017 0:47,60.6088
11/10/2017 0:52,85.7493
11/10/2017 3:27,80.4214
11/10/2017 3:32,74.7733
11/10/2017 6:07,60.4353
11/10/2017 6:12,51.705
11/10/2017 8:47,59.1443
11/10/2017 8:52,49.9729
11/10/2017 11:27,91.7851
11/10/2017 11:32,84.062
11/10/2017 14:07,63.508
11/10/2017 14:12,60.6298
11/10/2017 16:47,42.8437
11/10/2017 16:52,45.4056
11/10/2017 19:27,35.0562
11/10/2017 19:32,25.9098
11/10/2017 22:07,74.1468
11/10/2017 22:12,45.4935
11/11/2017 0:47,62.97
11/11/2017 0:52,66.5064
11/11/2017 3:42,79.2249
11/11/2017 3:47,70.2415
11/11/2017 6:22,66.4896
11/11/2017 6:27,67.7201
11/11/2017 9:02,63.868
11/11/2017 9:07,55.2437
11/11/2017 11:42,40.7978
11/11/2017 11:47,36.7293
11/11/2017 14:22,42.4292
11/11/2017 14:27,34.7699
11/11/2017 17:02,17.1754
11/11/2017 17:07,18.6612
11/11/2017 19:42,43.1478
11/11/2017 19:47,41.5423
11/11/2017 22:22,50.9037
11/11/2017 22:27,51.8258
11/12/2017 1:02,69.9441
11/12/2017 1:07,81.5436
11/12/2017 3:52,65.1952
11/12/2017 3:57,64.9575
11/12/2017 6:32,57.0292
11/12/2017 6:37,55.6867
11/12/2017 9:17,97.9765
11/12/2017 9:22,99.1003
11/12/2017 11:57,59.7633
11/12/2017 12:02,71.4485
11/12/2017 14:37,70.9629
11/12/2017 14:42,68.1244
11/12/2017 17:17,48.5973
11/12/2017 17:22,50.9669
11/12/2017 19:57,61.8898
11/12/2017 20:02,61.1921
11/12/2017 22:37,47.557
11/12/2017 22:42,44.5169
11/13/2017 1:17,95.086
11/13/2017 1:22,92.7986
11/13/2017 3:57,93.1326
11/13/2017 4:02,91.0203
11/13/2017 6:37,52.8598
11/13/2017 6:42,53.2096
11/13/2017 9:17,86.3642
11/13/2017 9:22,82.8444
11/13/2017 11:57,45.1277
11/13/2017 12:02,56.5397
11/13/2017 14:37,26.9948
11/13/2017 14:42,25.1162
11/13/2017 17:17,34.2967
11/13/2017 17:22,43.491
11/13/2017 19:57,17.0296
11/13/2017 20:02,17.3558
11/13/2017 22:37,43.0421
11/13/2017 22:42,43.4268
11/14/2017 1:27,98.1521
11/14/2017 1:32,87.2952
11/14/2017 4:27,61.6569
11/14/2017 4:32,52.0986
11/14/2017 7:07,78.0512
11/14/2017 7:12,89.4554
11/14/2017 9:47,41.7535
11/14/2017 9:52,39.7113
11/14/2017 12:27,56.618
11/14/2017 12:32,57.7287
11/14/2017 15:07,44.4115
11/14/2017 15:12,46.7706
11/14/2017 17:47,38.1617
11/14/2017 17:52,30.5216
11/14/2017 20:27,27.0247
11/14/2017 20:32,31.7938
11/14/2017 23:07,69.8494
11/14/2017 23:12,60.4213
11/15/2017 1:47,83.5118
11/15/2017 1:52,76.6691
11/15/2017 4:27,80.5565
11/15/2017 4:32,79.7864
11/15/2017 7:07,57.0847
11/15/2017 7:12,56.8471
11/15/2017 9:47,43.4529
11/15/2017 9:52,54.6481
11/15/2017 12:27,59.124
11/15/2017 12:32,56.8454
11/15/2017 15:07,55.0167
11/15/2017 15:12,53.2478
