SN,Average
99520.0,325.0
99583.0,95.0
99584.0,195.0
99647.0,57.5
99648.0,95.0
99711.0,57.5
99712.0,57.5
99775.0,57.5
99776.0,57.5
99839.0,37.5
99840.0,57.5
99903.0,77.5
99904.0,37.5
99967.0,37.5
99968.0,67.5
100031.0,57.5
100032.0,57.5
100095.0,97.5
100096.0,37.5
100159.0,47.5
100160.0,52.5
100223.0,87.5
100224.0,67.5
100287.0,37.5
100288.0,82.5
100351.0,22.5
100352.0,37.5
100415.0,26.0
100416.0,77.5
100479.0,44.0
100480.0,62.5
100543.0,31.5
100544.0,29.0
100607.0,85.0
100608.0,33.5
100671.0,95.0
100672.0,237.5
100735.0,175.0
100736.0,175.0
100799.0,105.0
100800.0,195.0
100863.0,87.5
100864.0,105.0
100927.0,47.5
100928.0,87.5
100991.0,52.5
100992.0,195.0
101055.0,75.0
101056.0,27.5
101119.0,37.5
101120.0,65.0
101183.0,37.5
101184.0,75.0
101247.0,57.5
101248.0,37.5
101311.0,105.0
101312.0,55.0
101375.0,125.0
101376.0,105.0
101439.0,65.0
101440.0,125.0
101503.0,575.0
101504.0,155.0
101567.0,115.0
101568.0,65.0
101631.0,85.0
101632.0,195.0
101695.0,57.5
101696.0,115.0
101759.0,105.0
101760.0,57.5
101823.0,75.0
101824.0,57.5
101887.0,155.0
101888.0,325.0
101951.0,57.5
101952.0,105.0
102015.0,57.5
102016.0,57.5
102079.0,37.5
102080.0,17.5
102143.0,57.5
102144.0,77.5
102207.0,37.5
102208.0,52.5
102271.0,77.5
102272.0,37.5
102335.0,67.5
102336.0,37.5
102399.0,37.5
102400.0,37.5
102463.0,42.5
102464.0,37.5
102527.0,32.5
102528.0,42.5
102591.0,47.5
102592.0,32.5
102655.0,47.5
102656.0,22.5
102719.0,85.0
102720.0,62.5
102783.0,37.5
102784.0,37.5
102847.0,57.5
102848.0,27.5
102911.0,42.5
102912.0,52.5
102975.0,77.5
102976.0,42.5
103039.0,59.0
103040.0,62.5
103103.0,29.0
103104.0,59.0
103167.0,29.0
103168.0,59.0
103231.0,67.5
103232.0,34.0
103295.0,237.5
103296.0,52.5
103359.0,195.0
103360.0,57.5
103423.0,175.0
103424.0,195.0
103487.0,195.0
103488.0,125.0
103551.0,97.5
103552.0,195.0
103615.0,52.5
103616.0,195.0
103679.0,37.5
103680.0,52.5
103743.0,195.0
103744.0,155.0
103807.0,105.0
103808.0,115.0
103871.0,97.5
103872.0,195.0
103935.0,195.0
103936.0,97.5
103999.0,52.5
104000.0,195.0
104063.0,195.0
104064.0,72.5
104127.0,52.5
104128.0,195.0
104191.0,37.5
104192.0,52.5
104255.0,37.5
104256.0,52.5
104319.0,95.0
104320.0,37.5
104383.0,95.0
104384.0,37.5
104447.0,95.0
104448.0,37.5
104511.0,95.0
104512.0,37.5
104575.0,75.0
104576.0,37.5
104639.0,37.5
104640.0,52.5
104703.0,52.5
104704.0,195.0
104767.0,52.5
104768.0,195.0
104831.0,37.5
104832.0,52.5
104895.0,75.0
104896.0,37.5
104959.0,95.0
104960.0,75.0
105023.0,95.0
105024.0,75.0
105087.0,17.5
105088.0,95.0
105151.0,105.0
105152.0,17.5
105215.0,85.0
105216.0,105.0
105279.0,52.5
105280.0,85.0
105343.0,65.0
105344.0,52.5
105407.0,155.0
105408.0,65.0
105471.0,525.0
105472.0,155.0
105535.0,55.0
105536.0,525.0
105599.0,95.0
105600.0,52.5
105663.0,75.0
105664.0,155.0
105727.0,115.0
105728.0,125.0
105791.0,85.0
105792.0,105.0
105855.0,105.0
105856.0,105.0
105919.0,210.0
105920.0,77.5
105983.0,85.0
105984.0,85.0
106047.0,47.5
106048.0,85.0
106111.0,57.5
106112.0,42.5
106175.0,47.5
106176.0,75.0
106239.0,57.5
106240.0,92.5
106303.0,37.5
106304.0,27.5
106367.0,42.5
106368.0,37.5
106431.0,29.0
106432.0,96.5
106495.0,87.5
106496.0,65.0
106559.0,105.0
106560.0,145.0
106623.0,87.5
106624.0,115.0
106687.0,195.0
106688.0,77.5
106751.0,47.5
106752.0,52.5
106815.0,47.5
106816.0,52.5
106879.0,47.5
106880.0,52.5
106943.0,75.0
106944.0,47.5
107007.0,57.5
107008.0,95.0
107071.0,95.0
107072.0,95.0
107135.0,47.5
107136.0,95.0
107199.0,85.0
107200.0,42.5
107263.0,155.0
107264.0,95.0
107327.0,475.0
107328.0,155.0
107391.0,52.5
107392.0,475.0
107455.0,95.0
107456.0,52.5
107519.0,75.0
107520.0,155.0
107583.0,125.0
107584.0,75.0
107647.0,52.5
107648.0,42.5
107711.0,42.5
107712.0,105.0
107775.0,105.0
107776.0,37.5
107839.0,52.5
107840.0,65.0
107903.0,37.5
107904.0,52.5
107967.0,32.5
107968.0,97.5
108031.0,37.5
108032.0,57.5
108095.0,57.5
108096.0,67.5
108159.0,27.5
108160.0,32.5
108223.0,27.5
108224.0,19.0
108287.0,77.5
108288.0,42.5
108351.0,27.5
108352.0,29.0
108415.0,245.0
108416.0,42.5
108479.0,155.0
108480.0,145.0
108543.0,85.0
108544.0,95.0
108607.0,47.5
108608.0,195.0
108671.0,27.5
108672.0,95.0
108735.0,85.0
108736.0,42.5
108799.0,475.0
108800.0,165.0
108863.0,155.0
108864.0,105.0
108927.0,125.0
108928.0,75.0
108991.0,55.0
108992.0,125.0
109055.0,85.0
109056.0,125.0
109119.0,105.0
109120.0,75.0
109183.0,105.0
109184.0,105.0
109247.0,65.0
109248.0,42.5
109311.0,75.0
109312.0,55.0
109375.0,125.0
109376.0,47.5
109439.0,115.0
109440.0,77.5
109503.0,52.5
109504.0,52.5
109567.0,52.5
109568.0,52.5
109631.0,97.5
109632.0,47.5
109695.0,77.5
109696.0,95.0
109759.0,27.5
109760.0,47.5
109823.0,42.5
109824.0,29.0
109887.0,245.0
109888.0,37.5
109951.0,67.5
109952.0,67.5
110015.0,77.5
110016.0,37.5
110079.0,155.0
110080.0,145.0
110143.0,125.0
110144.0,75.0
110207.0,105.0
110208.0,105.0
110271.0,47.5
110272.0,65.0
110335.0,47.5
110336.0,105.0
110399.0,47.5
110400.0,47.5
110463.0,47.5
110464.0,47.5
110527.0,57.5
110528.0,105.0
110591.0,87.5
110592.0,52.5
110655.0,52.5
110656.0,62.5
110719.0,52.5
110720.0,62.5
110783.0,52.5
110784.0,67.5
110847.0,52.5
110848.0,67.5
110911.0,22.5
110912.0,52.5
110975.0,29.0
110976.0,42.5
111039.0,52.5
111040.0,29.0
111103.0,27.5
111104.0,21.0
111167.0,155.0
111168.0,145.0
111231.0,55.0
111232.0,55.0
111295.0,195.0
111296.0,97.5
111359.0,55.0
111360.0,57.5
111423.0,95.0
111424.0,62.5
111487.0,95.0
111488.0,95.0
111551.0,95.0
111552.0,75.0
111615.0,125.0
111616.0,75.0
111679.0,105.0
111680.0,47.5
111743.0,47.5
111744.0,42.5
111807.0,37.5
111808.0,65.0
111871.0,77.5
111872.0,47.5
111935.0,42.5
111936.0,42.5
111999.0,42.5
112000.0,42.5
112063.0,57.5
112064.0,37.5
112127.0,97.5
112128.0,72.5
112191.0,52.5
112192.0,105.0
112255.0,37.5
112256.0,115.0
112319.0,77.5
112320.0,55.0
112383.0,85.0
112384.0,85.0
112447.0,32.5
112448.0,27.5
112511.0,34.0
112512.0,27.5
112575.0,185.0
112576.0,95.0
112639.0,195.0
112640.0,67.5
112703.0,37.5
112704.0,85.0
112767.0,525.0
112768.0,255.0
112831.0,75.0
112832.0,65.0
112895.0,42.5
112896.0,95.0
112959.0,47.5
112960.0,165.0
113023.0,47.5
113024.0,47.5
113087.0,105.0
113088.0,67.5
113151.0,57.5
113152.0,47.5
113188.0,1475.0
113215.0,45.0
113216.0,37.5
113258.0,1475.0
113279.0,52.5
113280.0,23.0
113329.0,1475.0
113343.0,87.5
113344.0,65.0
113400.0,1475.0
113407.0,77.5
113408.0,75.0
113471.0,195.0
113472.0,125.0
113535.0,52.5
113536.0,75.0
113541.0,1300.0
113599.0,67.5
113600.0,42.5
113611.0,1175.0
113663.0,62.5
113664.0,65.0
113680.0,1125.0
113727.0,65.0
113728.0,65.0
113791.0,37.5
113792.0,72.5
113855.0,37.5
113856.0,77.5
113919.0,37.5
113920.0,55.0
113983.0,27.5
113984.0,27.5
114047.0,72.5
114048.0,245.0
114111.0,57.5
114112.0,195.0
114175.0,32.5
114176.0,125.0
114239.0,155.0
114240.0,95.0
114303.0,155.0
114304.0,82.5
114311.0,1475.0
114367.0,82.5
114368.0,47.5
114380.0,1150.0
114431.0,47.5
114432.0,235.0
114495.0,92.5
114496.0,92.5
114517.0,1475.0
114559.0,77.5
114560.0,37.5
114586.0,1475.0
114623.0,37.5
114624.0,67.5
114654.0,1475.0
114687.0,47.5
114688.0,77.5
114721.0,1425.0
114751.0,37.5
114752.0,37.5
114788.0,1425.0
114815.0,27.5
114816.0,52.5
114879.0,27.0
114880.0,25.0
114943.0,32.5
114944.0,30.5
115007.0,125.0
115008.0,75.0
115071.0,62.5
115072.0,105.0
115135.0,57.5
115136.0,57.5
115199.0,105.0
115200.0,67.5
115263.0,155.0
115264.0,155.0
115327.0,225.0
115328.0,255.0
115391.0,65.0
115392.0,155.0
115455.0,145.0
115456.0,65.0
115519.0,55.0
115520.0,145.0
115583.0,57.5
115584.0,55.0
115647.0,55.0
115648.0,125.0
115711.0,92.5
115712.0,65.0
115775.0,37.5
115776.0,65.0
115839.0,32.5
115840.0,32.5
115903.0,32.5
115904.0,47.5
115967.0,27.5
115968.0,97.5
116031.0,37.5
116032.0,27.5
116095.0,29.0
116096.0,25.0
116159.0,235.0
116160.0,42.5
116223.0,75.0
116224.0,145.0
116287.0,195.0
116288.0,42.5
116351.0,155.0
116352.0,67.5
116415.0,105.0
116416.0,42.5
116479.0,225.0
116480.0,22.5
116543.0,155.0
116544.0,225.0
116607.0,275.0
116608.0,145.0
116671.0,225.0
116672.0,275.0
116735.0,95.0
116736.0,225.0
116799.0,95.0
116800.0,95.0
116863.0,65.0
116864.0,155.0
116927.0,145.0
116928.0,75.0
116991.0,145.0
116992.0,92.5
117055.0,145.0
117056.0,92.5
117119.0,55.0
117120.0,145.0
117183.0,45.0
117184.0,92.5
117247.0,55.0
117248.0,45.0
117311.0,92.5
117312.0,55.0
117375.0,92.5
117376.0,75.0
117439.0,95.0
117440.0,75.0
117503.0,87.5
117504.0,47.5
117567.0,175.0
117568.0,85.0
117631.0,67.5
117632.0,175.0
117695.0,75.0
117696.0,185.0
117759.0,77.5
117760.0,185.0
117823.0,75.0
117824.0,195.0
117887.0,72.5
117888.0,75.0
117951.0,42.5
117952.0,72.5
118015.0,72.5
118016.0,45.0
118079.0,72.5
118080.0,72.5
118143.0,52.5
118144.0,72.5
118207.0,42.5
118208.0,47.5
118271.0,27.5
118272.0,37.5
118335.0,29.0
118336.0,27.5
118399.0,52.5
118400.0,29.0
118463.0,47.5
118464.0,29.0
118527.0,35.0
118528.0,29.0
118591.0,57.5
118592.0,29.0
118655.0,29.0
118656.0,22.5
118719.0,29.0
118720.0,22.5
118783.0,29.0
118784.0,22.5
118847.0,47.5
118848.0,27.5
118911.0,42.5
118912.0,47.5
118975.0,32.5
118976.0,42.5
119039.0,32.5
119040.0,37.5
119103.0,37.5
119104.0,32.5
119167.0,32.5
119168.0,42.5
119231.0,52.5
119232.0,42.5
119295.0,47.5
119296.0,67.5
119359.0,57.5
119360.0,42.5
119423.0,57.5
119424.0,47.5
119487.0,57.5
119488.0,47.5
119551.0,47.5
119552.0,37.5
119615.0,37.5
119616.0,37.5
119679.0,42.5
119680.0,62.5
119743.0,62.5
119744.0,42.5
119807.0,165.0
119808.0,75.0
119871.0,75.0
119872.0,62.5
119935.0,105.0
119936.0,62.5
119999.0,75.0
120000.0,65.0
120063.0,145.0
120064.0,95.0
120127.0,195.0
120128.0,95.0
120191.0,95.0
120192.0,165.0
120255.0,255.0
120256.0,65.0
120319.0,42.5
120320.0,155.0
120383.0,105.0
120384.0,47.5
120447.0,155.0
120448.0,95.0
120511.0,97.5
120512.0,195.0
120575.0,95.0
120576.0,190.0
120639.0,245.0
120640.0,17.5
120703.0,34.0
120704.0,95.0
120767.0,57.5
120768.0,27.5
120831.0,47.5
120832.0,77.5
120895.0,57.5
120896.0,57.5
120959.0,47.5
120960.0,32.5
121023.0,57.5
121024.0,62.5
121087.0,82.5
121088.0,62.5
121151.0,145.0
121152.0,195.0
121215.0,75.0
121216.0,105.0
121279.0,75.0
121280.0,82.5
121343.0,105.0
121344.0,105.0
121407.0,82.5
121408.0,105.0
121471.0,82.5
121472.0,145.0
121535.0,85.0
121536.0,65.0
121599.0,195.0
121600.0,105.0
121663.0,225.0
121664.0,155.0
121727.0,44.0
121728.0,155.0
121791.0,47.5
121792.0,45.0
121855.0,105.0
121856.0,195.0
121919.0,67.5
121920.0,135.0
121983.0,125.0
121984.0,95.0
122047.0,42.5
122048.0,27.5
122111.0,37.5
122112.0,35.0
122175.0,34.0
122176.0,67.5
122239.0,97.5
122240.0,92.5
122303.0,42.5
122304.0,57.5
122367.0,37.5
122368.0,47.5
122431.0,34.0
122432.0,57.5
122495.0,52.5
122496.0,95.0
122559.0,95.0
122560.0,65.0
122623.0,75.0
122624.0,75.0
122687.0,145.0
122688.0,95.0
122751.0,195.0
122752.0,105.0
122815.0,135.0
122816.0,95.0
122879.0,245.0
122880.0,62.5
122943.0,125.0
122944.0,95.0
123007.0,45.5
123008.0,42.5
123071.0,65.0
123072.0,195.0
123135.0,175.0
123136.0,175.0
123199.0,145.0
123200.0,75.0
123263.0,75.0
123264.0,190.0
123327.0,32.5
123328.0,47.5
123391.0,32.5
123392.0,155.0
123455.0,67.5
123456.0,195.0
123519.0,95.0
123520.0,255.0
123583.0,46.5
123584.0,42.5
123647.0,87.5
123648.0,22.5
123711.0,67.5
123712.0,115.0
123775.0,37.5
123776.0,42.5
123839.0,42.5
123840.0,37.5
123903.0,47.5
123904.0,57.5
123967.0,105.0
123968.0,105.0
124031.0,75.0
124032.0,195.0
124095.0,75.0
124096.0,75.0
124159.0,175.0
124160.0,175.0
124223.0,105.0
124224.0,145.0
124287.0,95.0
124288.0,195.0
124351.0,65.0
124352.0,190.0
124415.0,42.5
124416.0,125.0
124479.0,62.5
124480.0,47.5
124543.0,32.5
124544.0,145.0
124607.0,95.0
124608.0,77.5
124671.0,95.0
124672.0,247.5
124735.0,30.0
124736.0,125.0
124799.0,42.5
124800.0,97.5
124863.0,57.5
124864.0,97.5
124927.0,105.0
124928.0,105.0
124991.0,175.0
124992.0,75.0
125055.0,175.0
125056.0,95.0
125119.0,75.0
125120.0,95.0
125183.0,125.0
125184.0,57.5
125247.0,77.5
125248.0,42.5
125311.0,195.0
125312.0,85.0
125375.0,37.5
125376.0,47.5
125439.0,37.5
125440.0,85.0
125503.0,77.5
125504.0,67.5
125567.0,37.5
125568.0,32.5
125631.0,17.5
125632.0,95.0
125695.0,65.0
125696.0,95.0
125759.0,75.0
125760.0,95.0
125823.0,175.0
125824.0,95.0
125887.0,175.0
125888.0,95.0
125951.0,145.0
125952.0,75.0
126015.0,195.0
126016.0,105.0
126079.0,175.0
126080.0,95.0
126143.0,95.0
126144.0,105.0
126207.0,77.5
126208.0,37.5
126271.0,215.0
126272.0,77.5
126335.0,77.5
126336.0,77.5
126399.0,275.0
126400.0,75.0
126463.0,48.5
126464.0,59.0
126527.0,67.5
126528.0,32.5
126591.0,75.0
126592.0,45.0
126655.0,175.0
126656.0,65.0
126719.0,195.0
126720.0,115.0
126783.0,95.0
126784.0,105.0
126847.0,42.5
126848.0,95.0
126911.0,77.5
126912.0,175.0
126975.0,95.0
126976.0,252.5
127039.0,69.0
127040.0,39.0
127103.0,32.5
127104.0,22.5
127167.0,77.5
127168.0,32.5
127231.0,47.5
127232.0,47.5
127295.0,47.5
127296.0,77.5
127359.0,37.5
127360.0,22.5
127423.0,25.0
127424.0,65.0
127487.0,65.0
127488.0,45.0
127551.0,65.0
127552.0,65.0
127615.0,95.0
127616.0,75.0
127679.0,65.0
127680.0,145.0
127743.0,145.0
127744.0,45.0
127807.0,190.0
127808.0,45.0
127871.0,52.5
127872.0,52.5
127935.0,75.0
127936.0,105.0
127999.0,105.0
128000.0,27.5
128063.0,95.0
128064.0,47.5
128127.0,97.5
128128.0,215.0
128191.0,57.5
128192.0,95.0
128255.0,55.0
128256.0,55.0
128319.0,97.5
128320.0,215.0
128383.0,105.0
128384.0,47.5
128447.0,105.0
128448.0,22.5
128511.0,75.0
128512.0,65.0
128575.0,105.0
128576.0,165.0
128639.0,95.0
128640.0,195.0
128703.0,135.0
128704.0,75.0
128767.0,190.0
128768.0,45.0
128831.0,145.0
128832.0,45.0
128895.0,52.5
128896.0,145.0
128959.0,55.0
128960.0,75.0
129023.0,47.5
129024.0,125.0
129087.0,35.0
129088.0,95.0
129151.0,45.0
129152.0,45.0
129215.0,27.5
129216.0,45.0
129279.0,22.5
129280.0,25.0
129343.0,37.5
129344.0,22.5
129407.0,32.5
129408.0,97.5
129471.0,32.5
129472.0,57.5
129535.0,47.5
129536.0,57.5
129599.0,32.5
129600.0,36.0
129663.0,22.5
129664.0,22.5
129727.0,12.5
129728.0,27.5
129791.0,29.5
129792.0,67.5
129855.0,20.0
129856.0,42.5
129919.0,97.5
129920.0,262.5
129983.0,95.0
129984.0,155.0
130047.0,57.5
130048.0,125.0
130111.0,37.5
130112.0,52.5
130175.0,215.0
130176.0,42.5
130239.0,105.0
130240.0,215.0
130303.0,52.5
130304.0,107.5
130367.0,85.0
130368.0,52.5
130431.0,135.0
130432.0,85.0
130495.0,105.0
130496.0,37.5
130559.0,52.5
130560.0,95.0
130623.0,175.0
130624.0,85.0
130687.0,85.0
130688.0,160.0
130751.0,95.0
130752.0,235.0
130815.0,45.0
130816.0,135.0
130879.0,95.0
130880.0,255.0
130943.0,255.0
130944.0,255.0
131007.0,95.0
131008.0,37.5
131071.0,145.0
131072.0,42.5
131135.0,47.5
131136.0,95.0
131199.0,95.0
131200.0,95.0
131263.0,37.5
131264.0,115.0
131327.0,115.0
131328.0,57.5
131391.0,67.5
131392.0,47.5
131455.0,12.5
131456.0,37.5
131519.0,9.0
131520.0,32.5
131583.0,32.5
131584.0,26.0
131647.0,125.0
131648.0,262.5
131711.0,47.5
131712.0,77.5
131775.0,135.0
131776.0,85.0
131839.0,52.5
131840.0,105.0
131903.0,155.0
131904.0,155.0
131967.0,95.0
131968.0,235.0
132031.0,95.0
132032.0,270.0
132095.0,47.5
132096.0,95.0
132159.0,85.0
132160.0,42.5
132223.0,45.0
132224.0,115.0
132287.0,115.0
132288.0,37.5
132351.0,125.0
132352.0,52.5
132415.0,12.5
132416.0,37.5
132479.0,25.0
132480.0,47.5
132543.0,125.0
132544.0,262.5
132607.0,215.0
132608.0,47.5
132671.0,67.5
132672.0,57.5
132735.0,110.0
132736.0,52.5
132799.0,75.0
132800.0,140.0
132863.0,105.0
132864.0,95.0
132927.0,85.0
132928.0,260.0
132991.0,85.0
132992.0,42.5
133055.0,45.0
133056.0,95.0
133119.0,85.0
133120.0,55.0
133183.0,35.0
133184.0,55.0
133247.0,57.5
133248.0,47.5
133311.0,37.5
133312.0,22.5
133375.0,29.0
133376.0,42.5
133439.0,11.0
133440.0,22.5
133503.0,23.0
133504.0,27.5
133567.0,42.5
133568.0,17.5
133631.0,75.0
133632.0,65.0
133695.0,57.5
133696.0,155.0
133759.0,105.0
133760.0,67.5
133823.0,115.0
133824.0,85.0
133887.0,125.0
133888.0,115.0
133951.0,85.0
133952.0,125.0
134015.0,120.0
134016.0,115.0
134079.0,115.0
134080.0,85.0
134143.0,75.0
134144.0,42.5
134207.0,42.5
134208.0,115.0
134271.0,42.5
134272.0,115.0
134335.0,37.5
134336.0,115.0
134399.0,37.5
134400.0,115.0
134463.0,105.0
134464.0,55.0
134527.0,125.0
134528.0,115.0
134591.0,85.0
134592.0,125.0
134655.0,125.0
134656.0,85.0
134719.0,235.0
134720.0,125.0
134783.0,95.0
134784.0,95.0
134847.0,115.0
134848.0,95.0
134911.0,135.0
134912.0,115.0
134975.0,37.5
134976.0,140.0
135039.0,135.0
135040.0,115.0
135103.0,115.0
135104.0,95.0
135167.0,135.0
135168.0,115.0
135231.0,37.5
135232.0,135.0
135295.0,225.0
135296.0,37.5
135359.0,225.0
135360.0,37.5
135423.0,42.5
135424.0,135.0
135487.0,42.5
135488.0,135.0
135551.0,225.0
135552.0,42.5
135615.0,42.5
135616.0,225.0
135679.0,125.0
135680.0,125.0
135743.0,37.5
135744.0,37.5
135807.0,65.0
135808.0,37.5
135871.0,37.5
135872.0,115.0
135935.0,125.0
135936.0,37.5
135999.0,42.5
136000.0,205.0
136063.0,135.0
136064.0,115.0
136127.0,140.0
136128.0,115.0
136191.0,95.0
136192.0,255.0
136255.0,265.0
136256.0,122.5
136319.0,95.0
136320.0,95.0
136383.0,37.5
136384.0,115.0
136447.0,115.0
136448.0,115.0
136511.0,77.5
136512.0,55.0
136575.0,55.0
136576.0,145.0
136639.0,55.0
136640.0,145.0
136703.0,115.0
136704.0,55.0
136767.0,67.5
136768.0,95.0
136831.0,115.0
136832.0,95.0
136895.0,105.0
136896.0,95.0
136959.0,190.0
136960.0,115.0
137023.0,122.5
137024.0,85.0
137087.0,95.0
137088.0,255.0
137151.0,135.0
137152.0,115.0
137215.0,205.0
137216.0,47.5
137279.0,37.5
137280.0,105.0
137343.0,55.0
137344.0,95.0
137407.0,47.5
137408.0,125.0
137471.0,47.5
137472.0,27.5
137535.0,57.5
137536.0,57.5
137599.0,47.5
137600.0,37.5
137663.0,37.5
137664.0,22.5
137727.0,37.5
137728.0,77.5
137791.0,77.5
137792.0,67.5
137855.0,32.5
137856.0,27.5
137919.0,22.5
137920.0,11.0
137983.0,47.5
137984.0,32.5
138047.0,45.0
138048.0,175.0
138111.0,215.0
138112.0,57.5
138175.0,57.5
138176.0,65.0
138239.0,115.0
138240.0,95.0
138303.0,115.0
138304.0,95.0
138367.0,115.0
138368.0,95.0
138431.0,55.0
138432.0,135.0
138495.0,52.5
138496.0,135.0
138559.0,55.0
138560.0,135.0
138623.0,215.0
138624.0,55.0
138687.0,55.0
138688.0,215.0
138751.0,115.0
138752.0,55.0
138815.0,110.0
138816.0,115.0
138879.0,115.0
138880.0,115.0
138943.0,82.5
138944.0,55.0
139007.0,65.0
139008.0,85.0
139071.0,67.5
139072.0,50.0
139135.0,115.0
139136.0,67.5
139199.0,175.0
139200.0,125.0
139263.0,45.0
139264.0,245.0
139327.0,65.0
139328.0,45.0
139391.0,55.0
139392.0,65.0
139455.0,65.0
139456.0,205.0
139519.0,255.0
139520.0,125.0
139583.0,125.0
139584.0,95.0
139647.0,95.0
139648.0,75.0
139711.0,75.0
139712.0,85.0
139775.0,85.0
139776.0,65.0
139839.0,85.0
139840.0,65.0
139903.0,85.0
139904.0,115.0
139967.0,115.0
139968.0,65.0
140031.0,55.0
140032.0,135.0
140095.0,95.0
140096.0,255.0
140159.0,95.0
140160.0,270.0
140223.0,115.0
140224.0,155.0
140287.0,165.0
140288.0,37.5
140351.0,32.5
140352.0,125.0
140415.0,125.0
140416.0,105.0
140479.0,105.0
140480.0,45.0
140543.0,45.0
140544.0,45.0
140607.0,37.5
140608.0,75.0
140671.0,75.0
140672.0,210.0
140735.0,165.0
140736.0,210.0
140799.0,75.0
140800.0,135.0
140863.0,75.0
140864.0,135.0
140927.0,45.0
140928.0,42.5
140991.0,45.0
140992.0,42.5
141055.0,255.0
141056.0,145.0
141119.0,55.0
141120.0,155.0
141183.0,55.0
141184.0,42.5
141247.0,42.5
141248.0,32.5
141311.0,27.0
141312.0,25.0
141375.0,245.0
141376.0,117.5
141439.0,115.0
141440.0,95.0
141503.0,37.5
141504.0,37.5
141567.0,22.5
141568.0,22.5
141631.0,125.0
141632.0,32.5
141695.0,95.0
141696.0,245.0
141759.0,165.0
141760.0,290.0
141823.0,77.5
141824.0,97.5
141887.0,67.5
141888.0,42.5
141951.0,135.0
141952.0,195.0
142015.0,95.0
142016.0,290.0
142079.0,65.0
142080.0,42.5
142143.0,67.5
142144.0,52.5
142207.0,247.5
142208.0,215.0
142271.0,55.0
142272.0,35.0
142335.0,65.0
142336.0,135.0
142399.0,65.0
142400.0,42.5
142463.0,47.5
142464.0,47.5
142527.0,135.0
142528.0,252.5
142591.0,35.0
142592.0,85.0
142655.0,95.0
142656.0,290.0
142719.0,55.0
142720.0,55.0
142783.0,97.5
142784.0,77.5
142847.0,33.0
142848.0,31.5
142911.0,37.5
142912.0,190.0
142975.0,335.0
142976.0,310.0
143039.0,95.0
143040.0,75.0
143103.0,57.5
143104.0,47.5
143167.0,26.5
143168.0,35.5
143231.0,235.0
143232.0,195.0
143295.0,85.0
143296.0,190.0
143359.0,155.0
143360.0,155.0
143423.0,37.5
143424.0,32.5
143487.0,72.5
143488.0,57.5
143551.0,97.5
143552.0,125.0
143615.0,190.0
143616.0,105.0
143679.0,155.0
143680.0,155.0
143743.0,57.5
143744.0,37.5
143807.0,92.5
143808.0,32.5
143871.0,235.0
143872.0,115.0
143935.0,105.0
143936.0,55.0
143999.0,95.0
144000.0,290.0
144063.0,190.0
144064.0,175.0
144127.0,47.5
144128.0,57.5
144191.0,24.0
144192.0,31.0
144255.0,235.0
144256.0,135.0
144319.0,115.0
144320.0,55.0
144383.0,135.0
144384.0,115.0
144447.0,75.0
144448.0,95.0
144511.0,37.5
144512.0,57.5
144575.0,67.5
144576.0,57.5
144639.0,70.0
144640.0,79.5
144703.0,57.5
144704.0,145.0
144767.0,145.0
144768.0,145.0
144831.0,155.0
144832.0,155.0
144895.0,57.5
144896.0,115.0
144959.0,77.5
144960.0,95.0
145023.0,92.5
145024.0,92.5
145087.0,235.0
145088.0,245.0
145151.0,185.0
145152.0,305.0
145215.0,65.0
145216.0,155.0
145279.0,115.0
145280.0,97.5
145343.0,42.5
145344.0,50.0
145407.0,235.0
145408.0,245.0
145471.0,185.0
145472.0,310.0
145535.0,105.0
145536.0,125.0
145599.0,77.5
145600.0,95.0
145663.0,47.5
145664.0,52.5
145727.0,190.0
145728.0,190.0
145791.0,115.0
145792.0,82.5
145855.0,135.0
145856.0,95.0
145919.0,52.5
145920.0,57.5
145983.0,57.5
145984.0,72.5
146047.0,24.0
146048.0,37.0
146111.0,190.0
146112.0,235.0
146175.0,35.0
146176.0,35.0
146239.0,235.0
146240.0,190.0
146303.0,125.0
146304.0,175.0
146367.0,115.0
146368.0,37.5
146431.0,27.0
146432.0,37.0
146495.0,235.0
146496.0,155.0
146559.0,155.0
146560.0,95.0
146623.0,310.0
146624.0,95.0
146687.0,490.0
146688.0,95.0
146751.0,27.5
146752.0,25.0
146815.0,37.5
146816.0,42.5
146879.0,77.5
146880.0,62.5
146943.0,190.0
146944.0,135.0
147007.0,55.0
147008.0,155.0
147071.0,305.0
147072.0,95.0
147135.0,115.0
147136.0,135.0
147199.0,42.5
147200.0,65.0
147263.0,12.5
147264.0,32.5
147327.0,97.5
147328.0,32.5
147391.0,85.0
147392.0,90.0
147455.0,235.0
147456.0,155.0
147519.0,95.0
147520.0,37.5
147583.0,95.0
147584.0,290.0
147647.0,95.0
147648.0,155.0
147711.0,37.5
147712.0,27.5
147775.0,55.0
147776.0,55.0
147839.0,34.0
147840.0,54.0
147903.0,212.5
147904.0,257.5
147967.0,47.5
147968.0,225.0
148031.0,115.0
148032.0,55.0
148095.0,115.0
148096.0,95.0
148159.0,75.0
148160.0,175.0
148223.0,25.0
148224.0,37.5
148287.0,32.5
148288.0,30.0
148351.0,31.0
148352.0,59.0
148415.0,45.0
148416.0,37.0
148479.0,115.0
148480.0,267.5
148543.0,77.5
148544.0,77.5
148607.0,57.5
148608.0,135.0
148671.0,190.0
148672.0,255.0
148735.0,22.5
148736.0,55.0
