date,value
01/12/2021,672.0
01/12/2021,40.0
01/12/2022,511243.0
01/12/2022,805.0
01/12/2022,8080.0
01/12/2022,455.0
01/01/2019,450.01
01/01/2019,2695.15
01/01/2019,715.4
01/01/2019,989.88
01/01/2020,88202.89
01/01/2020,413.57
01/01/2020,227.8
01/01/2020,1182.12
01/01/2020,350.12
01/01/2020,112.93
01/01/2021,148.13
01/01/2021,0.0
01/01/2021,43.85
01/01/2021,102.57
01/01/2022,53.26
01/01/2022,46.7
01/01/2022,1203.95
01/01/2022,492.46
01/01/2022,105.27
01/01/2022,389.32
01/01/2023,341.97
01/01/2023,2030.19
01/01/2023,60.0
01/01/2023,945.21
01/02/2019,277.81
01/02/2019,317.8
01/02/2019,330.72
01/02/2019,627.91
01/02/2019,38.56
01/02/2020,48826.43
01/02/2020,73.31
01/02/2020,130.14
01/02/2020,70.3
01/02/2020,312.91
01/02/2021,1371.19
01/02/2021,415.47
01/02/2021,198.56
01/02/2021,71.74
01/02/2022,252.33
01/02/2022,58.36
01/02/2022,465.96
01/02/2022,1404.28
01/02/2022,162.96
01/02/2022,74.97
01/02/2023,1410.47
01/02/2023,324.38
01/02/2023,127.98
01/02/2023,86.99
01/03/2019,164.79
01/03/2019,289.3
01/03/2019,128.7
01/03/2019,307.97
01/03/2019,39.07
01/03/2019,35.77
01/03/2020,165.94
01/03/2020,44.62
01/03/2020,44.81
01/03/2020,16.98
01/03/2021,1921.14
01/03/2021,1575.88
01/03/2021,119.1
01/03/2021,233.73
01/03/2022,84.44
01/03/2022,266.76
01/03/2022,746.46
01/03/2022,487.43
01/03/2022,104.45
01/03/2022,190.9
01/04/2019,505.79
01/04/2019,3113.67
01/04/2019,309.9
01/04/2019,271.14
01/04/2020,0.0
01/04/2020,0.41
01/04/2020,41.14
01/04/2020,0.98
01/04/2020,0.0
01/04/2020,0.01
01/04/2021,129.73
01/04/2021,179.92
01/04/2021,593.28
01/04/2021,76.72
01/04/2022,349.71
01/04/2022,2078.61
01/04/2022,463.06
01/04/2022,198.48
01/05/2019,487.28
01/05/2019,130.41
01/05/2019,7839.31
01/05/2019,5206.62
01/05/2019,182.84
01/05/2019,212.74
01/05/2020,5.31
01/05/2020,3.64
01/05/2020,1.49
01/05/2020,7.38
01/05/2021,4.02
01/05/2021,5.54
01/05/2021,148.47
01/05/2021,532.29
01/05/2021,4.57
01/05/2021,0.87
01/05/2022,317.62
01/05/2022,93.14
01/05/2022,145.27
01/05/2022,758.6
01/06/2019,190.84
01/06/2019,376.85
01/06/2019,63.17
01/06/2019,538.53
01/06/2020,88.51
01/06/2020,37.05
01/06/2020,17.91
01/06/2020,342.82
01/06/2020,11.37
01/06/2020,58.99
01/06/2021,87.57
01/06/2021,7.18
01/06/2021,6.27
01/06/2021,2.92
01/06/2022,233.69
01/06/2022,125.07
01/06/2022,109.3
01/06/2022,2248.72
01/06/2022,244.26
01/06/2022,156.56
01/07/2019,326.65
01/07/2019,409.61
01/07/2019,223.36
01/07/2019,165.18
01/07/2020,1497.22
01/07/2020,138.01
01/07/2020,292.27
01/07/2020,68.78
01/07/2021,5.43
01/07/2021,29.32
01/07/2021,21.36
01/07/2021,0.9
01/07/2021,1.55
01/07/2021,3.52
01/07/2022,382.11
01/07/2022,710.65
01/07/2022,355.82
01/07/2022,104.89
01/08/2019,59.69
01/08/2019,302.07
01/08/2019,247.04
01/08/2019,74.01
01/08/2019,1040.1
01/08/2019,432.61
01/08/2020,979.57
01/08/2020,150.19
01/08/2020,679.55
01/08/2020,57.23
01/08/2021,8.17
01/08/2021,36.0
01/08/2021,22.86
01/08/2021,42.84
01/08/2022,33665.04
01/08/2022,392.42
01/08/2022,182.74
01/08/2022,484.81
01/08/2022,199.12
01/08/2022,64.28
01/09/2019,12378.57
01/09/2019,520.93
01/09/2019,85.05
01/09/2019,211.64
01/09/2020,27.23
01/09/2020,29.17
01/09/2020,755.05
01/09/2020,182.38
01/09/2020,43.3
01/09/2020,606.49
01/09/2021,8.66
01/09/2021,1946.28
01/09/2021,3.49
01/09/2021,47.34
01/09/2022,423.63
01/09/2022,145.93
01/09/2022,343.57
01/09/2022,423.28
01/09/2022,17.13
01/10/2019,87753.82
01/10/2019,75.03
01/10/2019,302.99
01/10/2019,97.82
01/10/2019,275.4
01/10/2020,2156.42
01/10/2020,3575.32
01/10/2020,315.58
01/10/2020,109.84
01/10/2021,39.63
01/10/2021,18.66
01/10/2021,134.81
01/10/2021,64.36
01/10/2021,20.14
01/10/2021,7.52
01/10/2022,864.43
01/10/2022,333.83
01/10/2022,267.96
01/10/2022,55.61
01/11/2019,371.71
01/11/2019,517.44
01/11/2019,151.22
01/11/2019,360.68
01/11/2019,58.64
01/11/2019,44.25
01/11/2020,241.6
01/11/2020,38.09
01/11/2020,278.3
01/11/2020,94.86
01/11/2021,1136.97
01/11/2021,1440.63
01/11/2021,70.71
01/11/2021,204.45
01/11/2022,89.15
01/11/2022,385.38
01/11/2022,1733.84
01/11/2022,558.21
01/11/2022,187.86
01/11/2022,339.5
01/12/2019,449.64
01/12/2019,4450.59
01/12/2019,535.07
01/12/2019,236.62
01/12/2020,212.9
01/12/2020,8.96
01/12/2020,6944.19
01/12/2020,106.48
01/12/2020,42.11
01/12/2020,40.65
01/12/2021,54.48
01/12/2021,233.71
01/12/2021,884.08
01/12/2021,219.31
01/12/2022,699.27
01/12/2022,2513.28
01/12/2022,835.25
01/12/2022,277.91
01/01/2019,336.19
01/01/2019,100.9
01/01/2019,2989.4
01/01/2019,3605.37
01/01/2019,278.84
01/01/2019,335.08
01/01/2020,803.89
01/01/2020,456.38
01/01/2020,138.69
01/01/2020,192.94
01/01/2021,65.14
01/01/2021,55.57
01/01/2021,749.57
01/01/2021,2076.11
01/01/2021,81.03
01/01/2021,31.69
01/01/2022,238.91
01/01/2022,99.82
01/01/2022,114.68
01/01/2022,733.35
01/01/2023,68.71
01/01/2023,744.16
01/01/2023,152.14
01/01/2023,135.54
01/02/2019,861.31
01/02/2019,290.07
01/02/2019,88.33
01/02/2019,5225.45
01/02/2019,391.93
01/02/2019,249.82
01/02/2020,598.74
01/02/2020,607.28
01/02/2020,185.41
01/02/2020,119.21
01/02/2021,96.25
01/02/2021,80.56
01/02/2021,41.07
01/02/2021,757.76
01/02/2021,213.44
01/02/2021,122.61
01/02/2022,39.94
01/02/2022,307.48
01/02/2022,116.75
01/02/2022,126.04
01/02/2023,584.66
01/02/2023,63.13
01/02/2023,415.16
01/02/2023,122.3
01/03/2019,430.45
01/03/2019,967.88
01/03/2019,1108.65
01/03/2019,77.75
01/03/2019,87.74
01/03/2019,370.73
01/03/2020,227.01
01/03/2020,289.69
01/03/2020,108.54
01/03/2020,63.34
01/03/2021,60.38
01/03/2021,120.92
01/03/2021,430.89
01/03/2021,65.89
01/03/2021,551.74
01/03/2021,249.85
01/03/2022,1352.01
01/03/2022,40.95
01/03/2022,617.85
01/03/2022,126.97
01/04/2019,430.31
01/04/2019,1964.05
01/04/2019,703.08
01/04/2019,574.75
01/04/2020,434.06
01/04/2020,0.07
01/04/2020,0.0
01/04/2020,0.22
01/04/2020,0.07
01/04/2020,0.0
01/04/2021,845.21
01/04/2021,344.88
01/04/2021,87.4
01/04/2021,142.17
01/04/2022,70.16
01/04/2022,59.74
01/04/2022,1517.75
01/04/2022,585.46
01/04/2022,76.13
01/04/2022,451.4
01/05/2019,511.07
01/05/2019,1055.08
01/05/2019,111.66
01/05/2019,1198.66
01/05/2020,0.64
01/05/2020,5.54
01/05/2020,12.44
01/05/2020,13.92
01/05/2020,0.17
01/05/2021,1068.55
01/05/2021,3.33
01/05/2021,4.95
01/05/2021,4.65
01/05/2021,7.88
01/05/2022,2495.43
01/05/2022,5609.66
01/05/2022,285.51
01/05/2022,113.71
01/06/2019,378.98
01/06/2019,74.58
01/06/2019,357.79
01/06/2019,1325.91
01/06/2019,402.1
01/06/2019,71.84
01/06/2020,328.7
01/06/2020,81.2
01/06/2020,49.64
01/06/2020,15.35
01/06/2021,1.5
01/06/2021,4.53
01/06/2021,7.8
01/06/2021,30.3
01/06/2021,2.65
01/06/2021,2.1
01/06/2022,261.82
01/06/2022,43.5
01/06/2022,418.51
01/06/2022,40.45
01/07/2019,2011.28
01/07/2019,1819.61
01/07/2019,116.51
01/07/2019,274.08
01/07/2020,34.43
01/07/2020,187.78
01/07/2020,2226.72
01/07/2020,114.91
01/07/2020,92.27
01/07/2020,184.92
01/07/2021,5.79
01/07/2021,62.38
01/07/2021,7.09
01/07/2021,13.99
01/07/2022,191.91
01/07/2022,53.89
01/07/2022,3692.97
01/07/2022,89.43
01/07/2022,39.54
01/07/2022,19.38
01/08/2019,315.7
01/08/2019,612.03
01/08/2019,1934.71
01/08/2019,222.96
01/08/2020,154.5
01/08/2020,1373.9
01/08/2020,216.49
01/08/2020,54.41
01/08/2021,9.51
01/08/2021,3.61
01/08/2021,16.37
01/08/2021,5.1
01/08/2021,2.52
01/08/2021,7.35
01/08/2022,285.32
01/08/2022,216.81
01/08/2022,114.18
01/08/2022,143.27
01/09/2019,123.49
01/09/2019,251.71
01/09/2019,1367.96
01/09/2019,3197.23
01/09/2019,167.64
01/09/2019,42.54
01/09/2020,243.62
01/09/2020,96.03
01/09/2020,100.1
01/09/2020,1195.9
01/09/2021,36.19
01/09/2021,31.6
01/09/2021,18.08
01/09/2021,51.53
01/09/2022,962.48
01/09/2022,466.55
01/09/2022,49.08
01/09/2022,1034.14
01/09/2022,280.96
01/09/2022,83.32
01/10/2019,965.53
01/10/2019,522.57
01/10/2019,153.43
01/10/2019,133.23
01/10/2020,141.15
01/10/2020,125.82
01/10/2020,109.97
01/10/2020,1562.54
01/10/2020,250.34
01/10/2020,216.69
01/10/2021,3.69
01/10/2021,30.77
01/10/2021,19.64
01/10/2021,20.64
01/10/2022,1814.0
01/10/2022,397.07
01/10/2022,532.47
01/10/2022,150.71
01/11/2019,605.99
01/11/2019,1224.51
01/11/2019,1041.29
01/11/2019,72.19
01/11/2019,133.52
01/11/2019,451.7
01/11/2020,463.08
01/11/2020,770.68
01/11/2020,417.65
01/11/2020,139.88
01/11/2021,23.71
01/11/2021,102.73
01/11/2021,157.11
01/11/2021,57.78
01/11/2021,213.37
01/11/2021,154.29
01/11/2022,1810.95
01/11/2022,65.92
01/11/2022,980.27
01/11/2022,105.74
01/12/2019,393.71
01/12/2019,2575.45
01/12/2019,740.68
01/12/2019,811.49
01/12/2020,11958.58
01/12/2020,373.26
01/12/2020,259.36
01/12/2020,1074.08
01/12/2020,146.0
01/12/2020,111.06
01/12/2021,4221.38
01/12/2021,404.93
01/12/2021,114.78
01/12/2021,372.84
01/12/2022,73.54
01/12/2022,69.45
01/12/2022,1669.54
01/12/2022,442.56
01/12/2022,81.06
01/12/2022,553.34
01/01/2019,97.91
01/01/2019,50557.61
01/01/2019,1.16
01/01/2019,24.44
01/01/2020,4.74
01/01/2020,9.97
01/01/2020,8.38
01/01/2020,20.29
01/01/2020,0.2
01/01/2021,1092.28
01/01/2021,0.0
01/01/2021,0.0
01/01/2021,0.0
01/01/2021,0.0
01/01/2022,23.17
01/01/2022,1028.18
01/01/2022,3.63
01/01/2022,1.85
01/01/2023,19.85
01/01/2023,104.71
01/01/2023,101.68
01/01/2023,1140.47
01/01/2023,10.53
01/01/2023,22.22
01/02/2019,430.4
01/02/2019,81.81
01/02/2019,12.42
01/02/2019,0.95
01/02/2020,0.52
01/02/2020,1.8
01/02/2020,0.58
01/02/2020,8.43
01/02/2020,1.66
01/02/2020,0.17
01/02/2021,0.03
01/02/2021,0.0
01/02/2021,0.24
01/02/2021,0.0
01/02/2022,1.87
01/02/2022,36.95
01/02/2022,1.34
01/02/2022,2.51
01/02/2023,51.67
01/02/2023,23.83
01/02/2023,0.74
01/02/2023,128.21
01/02/2023,29.88
01/02/2023,9.69
01/03/2019,25.75
01/03/2019,416.11
01/03/2019,127.66
01/03/2019,10.06
01/03/2020,20.18
01/03/2020,0.03
01/03/2020,763.75
01/03/2020,0.03
01/03/2020,0.03
01/03/2020,0.18
01/03/2021,0.16
01/03/2021,0.06
01/03/2021,4.33
01/03/2021,0.34
01/03/2022,0.42
01/03/2022,2.09
01/03/2022,5.65
01/03/2022,1.47
01/04/2019,7.79
01/04/2019,0.82
01/04/2019,6011.39
01/04/2019,3381.37
01/04/2019,4.8
01/04/2019,8.9
01/04/2020,0.0
01/04/2020,1.11
01/04/2020,0.0
01/04/2020,1.65
01/04/2021,0.36
01/04/2021,0.27
01/04/2021,6.21
01/04/2021,35.5
01/04/2021,0.02
01/04/2021,0.0
01/04/2022,1.71
01/04/2022,1.7
01/04/2022,1.87
01/04/2022,10.96
01/05/2019,5.67
01/05/2019,6.84
01/05/2019,1.31
01/05/2019,9.25
01/05/2020,0.0
01/05/2020,0.0
01/05/2020,0.0
01/05/2020,12.85
01/05/2020,0.0
01/05/2020,0.0
01/05/2021,1.77
01/05/2021,0.0
01/05/2021,0.0
01/05/2021,0.0
01/05/2022,8.17
01/05/2022,1.66
01/05/2022,1.25
01/05/2022,58.92
01/05/2022,0.63
01/05/2022,1.1
01/06/2019,6.11
01/06/2019,70.61
01/06/2019,2.27
01/06/2019,11.48
01/06/2020,0.0
01/06/2020,0.0
01/06/2020,0.63
01/06/2020,0.44
01/06/2021,0.05
01/06/2021,0.62
01/06/2021,0.0
01/06/2021,0.0
01/06/2021,0.0
01/06/2021,0.04
01/06/2022,1.54
01/06/2022,9.94
01/06/2022,33.99
01/06/2022,0.64
01/07/2019,6.86
01/07/2019,33.19
01/07/2019,36.55
01/07/2019,2.18
01/07/2019,52.92
01/07/2019,44.2
01/07/2020,6.09
01/07/2020,0.0
01/07/2020,0.0
01/07/2020,0.0
01/07/2021,0.0
01/07/2021,0.1
01/07/2021,0.0
01/07/2021,0.24
01/07/2022,20105.86
01/07/2022,0.79
01/07/2022,37.04
01/07/2022,1.52
01/07/2022,18.63
01/07/2022,1.35
01/08/2019,10012.09
01/08/2019,30.39
01/08/2019,2.16
01/08/2019,116.98
01/08/2020,0.0
01/08/2020,0.0
01/08/2020,139.45
01/08/2020,0.34
01/08/2020,0.02
01/08/2020,0.56
01/08/2021,0.0
01/08/2021,897.19
01/08/2021,0.0
01/08/2021,0.0
01/08/2022,0.41
01/08/2022,5.68
01/08/2022,2.32
01/08/2022,2.33
01/08/2022,0.09
01/09/2019,54153.04
01/09/2019,0.88
01/09/2019,222.25
01/09/2019,0.8
01/09/2019,31.18
01/09/2020,3.97
01/09/2020,112.09
01/09/2020,1.96
01/09/2020,0.43
01/09/2021,0.02
01/09/2021,0.0
01/09/2021,12.34
01/09/2021,10.94
01/09/2021,0.01
01/09/2021,0.0
01/09/2022,15.14
01/09/2022,1.17
01/09/2022,4.69
01/09/2022,2.08
01/10/2019,0.9
01/10/2019,7.85
01/10/2019,1.27
01/10/2019,7.13
01/10/2019,3.02
01/10/2019,0.15
01/10/2020,0.0
01/10/2020,0.0
01/10/2020,0.46
01/10/2020,0.0
01/10/2021,0.6
01/10/2021,1.57
01/10/2021,0.0
01/10/2021,0.39
01/10/2022,0.19
01/10/2022,6.64
01/10/2022,936.69
01/10/2022,270.51
01/10/2022,4.24
01/10/2022,116.02
01/11/2019,59.48
01/11/2019,527.4
01/11/2019,98.18
01/11/2019,11.22
01/11/2020,0.4
01/11/2020,0.22
01/11/2020,58.14
01/11/2020,0.0
01/11/2020,0.0
01/11/2020,0.0
01/11/2021,0.11
01/11/2021,0.04
01/11/2021,4.33
01/11/2021,0.73
01/11/2022,5.08
01/11/2022,32.33
01/11/2022,18.42
01/11/2022,2.29
01/12/2019,41.75
01/12/2019,1.04
01/12/2019,10176.53
01/12/2019,2897.54
01/12/2019,3.9
01/12/2019,7.2
01/12/2020,1.83
01/12/2020,0.22
01/12/2020,0.0
01/12/2020,3.78
01/12/2021,1.08
01/12/2021,27.62
01/12/2021,15.43
01/12/2021,43.92
01/12/2021,0.06
01/12/2021,0.0
01/12/2022,6.75
01/12/2022,2.63
01/12/2022,20.77
01/12/2022,37.86
01/12/2022,0.2
