Date,Open
10/17/2007,94.64
10/19/2007,92.9
10/22/2007,85.35
10/23/2007,86.87
10/24/2007,85.92
10/25/2007,86.68
11/1/2007,86.07
11/2/2007,84.7
11/7/2007,85.3
11/9/2007,79.98
11/12/2007,79.53
11/14/2007,81.56
11/15/2007,80.05
11/20/2007,81.99
11/23/2007,81.83
11/26/2007,82.92
11/27/2007,81.58
11/30/2007,84.44
12/4/2007,81.88
12/7/2007,84.06
12/10/2007,86.26
12/12/2007,88.1
12/13/2007,86.41
12/17/2007,85.39
12/18/2007,86.21
12/20/2007,84.79
12/21/2007,85.81
12/24/2007,85.52
12/26/2007,86.97
12/28/2007,86.12
1/4/2008,82.0
1/7/2008,82.1
1/9/2008,80.2
1/11/2008,79.63
1/16/2008,76.83
1/17/2008,77.38
1/22/2008,72.07
1/24/2008,76.4
1/25/2008,76.82
1/28/2008,76.02
1/29/2008,77.8
1/31/2008,77.33
2/4/2008,81.23
2/5/2008,79.31
2/7/2008,78.6
2/11/2008,78.38
2/12/2008,79.61
2/13/2008,79.55
2/14/2008,81.24
2/20/2008,79.32
2/21/2008,80.06
2/25/2008,79.56
2/27/2008,80.68
3/3/2008,78.16
3/4/2008,77.92
3/5/2008,78.91
3/6/2008,78.7
3/10/2008,76.73
3/12/2008,77.97
3/13/2008,77.49
3/14/2008,79.72
3/17/2008,75.64
3/19/2008,81.24
3/20/2008,78.5
3/24/2008,78.15
3/27/2008,78.8
3/31/2008,78.06
4/2/2008,81.24
4/4/2008,80.3
4/7/2008,80.95
4/8/2008,79.5
4/10/2008,79.69
4/14/2008,78.29
4/16/2008,79.35
4/21/2008,83.0
4/24/2008,81.19
4/25/2008,78.85
4/29/2008,77.19
5/1/2008,76.94
5/2/2008,78.44
5/5/2008,78.62
5/6/2008,77.44
5/7/2008,77.95
5/9/2008,75.99
5/13/2008,77.72
5/15/2008,77.7
5/20/2008,79.04
5/21/2008,77.51
