SNo,Confirmed
93377.0,7115.0
93440.0,665.0
93441.0,935.0
93504.0,5067.0
93505.0,102382.0
93568.0,16038.0
93569.0,138.0
93632.0,96057.0
93633.0,6758.0
93696.0,2429.0
93697.0,462.0
93760.0,974.0
93761.0,1862.0
93824.0,1308.0
93825.0,143.0
93888.0,22.0
93889.0,1337.0
93952.0,2217.0
93953.0,487.0
94016.0,101.0
94017.0,2254.0
94080.0,19874.0
94081.0,3265.0
94144.0,86624.0
94145.0,380.0
94208.0,3271.0
94209.0,19076.0
94272.0,6734.0
94273.0,269691.0
94336.0,12678.0
94337.0,12994.0
94400.0,6937.0
94401.0,3071.0
94464.0,3547.0
94465.0,218.0
94528.0,9273.0
94529.0,652.0
94592.0,20.0
94593.0,91608.0
94656.0,53252.0
94657.0,3440.0
94720.0,3254.0
94721.0,5250.0
94784.0,1915.0
94785.0,5184.0
94848.0,5912.0
94849.0,114.0
94912.0,507.0
94913.0,18288.0
94976.0,5049.0
94977.0,2330.0
95040.0,12364.0
95041.0,997.0
95104.0,101303.0
95105.0,119004.0
95168.0,3927.0
95169.0,19877.0
95232.0,11473.0
95233.0,1650.0
95296.0,8759.0
95297.0,42228.0
95360.0,1060.0
95361.0,8110.0
95424.0,58.0
95425.0,0.0
95488.0,17597.0
95489.0,36.0
95552.0,205.0
95553.0,207386.0
95616.0,258354.0
95617.0,256.0
95680.0,157.0
95681.0,4918.0
95744.0,1793.0
95745.0,2943.0
95808.0,75.0
95809.0,26866.0
95872.0,2599.0
95873.0,18.0
95936.0,113488.0
95937.0,11505.0
96000.0,2761.0
96001.0,20098.0
96064.0,15751.0
96065.0,1352.0
96128.0,14248.0
96129.0,1051.0
96192.0,8413.0
96193.0,509.0
96256.0,40964.0
96257.0,245021.0
96320.0,55993.0
96321.0,52220.0
96384.0,171.0
96385.0,2103.0
96448.0,7984.0
96449.0,346.0
96512.0,65787.0
96513.0,109480.0
96576.0,6352.0
96577.0,87602.0
96640.0,5860.0
96641.0,2212.0
96704.0,1.0
96705.0,6001.0
96768.0,72260.0
96769.0,3680.0
96832.0,111219.0
96833.0,98062.0
96896.0,6712.0
96897.0,35529.0
96960.0,4366.0
96961.0,48.0
97024.0,26.0
97025.0,8097.0
97088.0,31385.0
97089.0,285505.0
97152.0,31113.0
97153.0,228750.0
97216.0,0.0
97217.0,21420.0
97280.0,3784.0
97281.0,199.0
97344.0,3526.0
97345.0,135912.0
97408.0,71599.0
97409.0,473.0
97472.0,68.0
97473.0,1940.0
97536.0,1124.0
97537.0,2471.0
97600.0,12.0
97601.0,58810.0
97664.0,710.0
97665.0,895.0
97728.0,2539.0
97729.0,25562.0
97792.0,9655.0
97793.0,249.0
97856.0,551.0
97857.0,2816.0
97920.0,14050.0
97921.0,6439.0
97984.0,11942.0
97985.0,747995.0
98048.0,11994.0
98049.0,12036.0
98112.0,62124.0
98113.0,1117.0
98176.0,213.0
98177.0,11606.0
98240.0,251.0
98241.0,22604.0
98304.0,749.0
98305.0,445.0
98368.0,1304.0
98369.0,12958.0
98432.0,3411.0
98433.0,27.0
98496.0,16681.0
98497.0,7508.0
98560.0,9739.0
98561.0,19277.0
98624.0,6226.0
98625.0,61987.0
98688.0,2297.0
98689.0,35971.0
98752.0,14770.0
98753.0,364.0
98816.0,121320.0
98817.0,144.0
98880.0,235.0
98881.0,18.0
98944.0,49651.0
98945.0,303.0
99008.0,902.0
99009.0,77.0
99072.0,25635.0
99073.0,4941.0
99136.0,1738.0
99137.0,4494.0
99200.0,124944.0
99201.0,78637.0
99264.0,5190.0
99265.0,22695.0
99328.0,110351.0
99329.0,4698.0
99392.0,93313.0
99393.0,4368.0
99456.0,11043.0
99457.0,6779.0
99520.0,229.0
99521.0,515.0
99584.0,8057.0
99585.0,7811.0
99648.0,365.0
99649.0,831.0
99712.0,0.0
99713.0,8.0
99776.0,94.0
99777.0,417735.0
99840.0,6139.0
99841.0,2107.0
99904.0,315772.0
99905.0,13611.0
99968.0,925.0
99969.0,5150.0
100032.0,4346.0
100033.0,625.0
100096.0,17418.0
100097.0,132506.0
100160.0,78.0
100161.0,362.0
100224.0,4529.0
100225.0,6252.0
100288.0,58687.0
100289.0,1664.0
100352.0,6320.0
100353.0,1316.0
100416.0,23032.0
100417.0,11709.0
100480.0,28264.0
100481.0,1624.0
100544.0,3970.0
100545.0,274.0
100608.0,107.0
100609.0,2923.0
100672.0,1416.0
100673.0,1797.0
100736.0,8337.0
100737.0,12879.0
100800.0,2453.0
100801.0,23812.0
100864.0,8653.0
100865.0,365.0
100928.0,13546.0
100929.0,5755.0
100992.0,218781.0
100993.0,76355.0
101056.0,145.0
101057.0,2147.0
101120.0,0.0
101121.0,36852.0
101184.0,133.0
101185.0,20997.0
101248.0,170.0
101249.0,13457.0
101312.0,319.0
101313.0,2415.0
101376.0,1176.0
101377.0,54463.0
101440.0,5410.0
101441.0,14180.0
101504.0,15370.0
101505.0,1545.0
101568.0,13.0
101569.0,411.0
101632.0,261.0
101633.0,66463.0
101696.0,263.0
101697.0,11017.0
101760.0,14446.0
101761.0,10269.0
101824.0,128724.0
101825.0,78922.0
101888.0,908.0
101889.0,203.0
101952.0,0.0
101953.0,621.0
102016.0,44271.0
102017.0,28372.0
102080.0,184268.0
102081.0,380746.0
102144.0,31676.0
102145.0,136.0
102208.0,33140.0
102209.0,6808.0
102272.0,2286.0
102273.0,13877.0
102336.0,318.0
102337.0,13.0
102400.0,3483.0
102401.0,888.0
102464.0,1264.0
102465.0,155717.0
102528.0,12288.0
102529.0,172201.0
102592.0,10543.0
102593.0,86227.0
102656.0,1629.0
102657.0,25668.0
102720.0,121.0
102721.0,19415.0
102784.0,19604.0
102785.0,4729.0
102848.0,6854.0
102849.0,9.0
102912.0,4542.0
102913.0,276555.0
102976.0,7918.0
102977.0,548.0
103040.0,78.0
103041.0,15937.0
103104.0,948.0
103105.0,1276.0
103168.0,6812.0
103169.0,841.0
103232.0,85939.0
103233.0,93023.0
103296.0,62040.0
103297.0,9458.0
103360.0,5.0
103361.0,4084.0
103424.0,7710.0
103425.0,5890.0
103488.0,179.0
103489.0,7385.0
103552.0,4819.0
103553.0,57466.0
103616.0,14998.0
103617.0,11296.0
103680.0,12033.0
103681.0,2252.0
103744.0,3242.0
103745.0,737632.0
103808.0,1387.0
103809.0,643867.0
103872.0,17184.0
103873.0,697.0
103936.0,318822.0
103937.0,5531.0
104000.0,5199.0
104001.0,35805.0
104064.0,33200.0
104065.0,30079.0
104128.0,462.0
104129.0,137.0
104192.0,0.0
104193.0,0.0
104256.0,37329.0
104257.0,2506.0
104320.0,260370.0
104321.0,29672.0
104384.0,2054.0
104385.0,57022.0
104448.0,205767.0
104449.0,65377.0
104512.0,1894.0
104513.0,2286.0
104576.0,103.0
104577.0,14.0
104640.0,4740.0
104641.0,8222.0
104704.0,7363.0
104705.0,4359.0
104768.0,13631.0
104769.0,5062.0
104832.0,0.0
104833.0,2222.0
104896.0,29281.0
104897.0,9307.0
104960.0,4375.0
104961.0,1181.0
105024.0,1040.0
105025.0,452.0
105088.0,15352.0
105089.0,5621.0
105152.0,3776.0
105153.0,74454.0
105216.0,59524.0
105217.0,935.0
105280.0,2590.0
105281.0,11520.0
105344.0,16145.0
105345.0,10915.0
105408.0,132.0
105409.0,6787.0
105472.0,249.0
105473.0,360.0
105536.0,45314.0
105537.0,2743.0
105600.0,7739.0
105601.0,4762.0
105664.0,12499.0
105665.0,22.0
105728.0,15768.0
105729.0,15.0
105792.0,31.0
105793.0,8337.0
105856.0,87590.0
105857.0,98407.0
105920.0,44999.0
105921.0,124223.0
105984.0,28640.0
105985.0,8377.0
106048.0,9387.0
106049.0,773.0
106112.0,15780.0
106113.0,337.0
106176.0,5351.0
106177.0,102085.0
106240.0,319.0
106241.0,72104.0
106304.0,997.0
106305.0,829.0
106368.0,494.0
106369.0,664.0
106432.0,0.0
106433.0,3813.0
106496.0,57450.0
106497.0,331078.0
106560.0,142190.0
106561.0,18815.0
106624.0,4888.0
106625.0,3312.0
106688.0,11406.0
106689.0,2730.0
106752.0,11581.0
106753.0,52932.0
106816.0,673.0
106817.0,2287.0
106880.0,3981.0
106881.0,5632.0
106944.0,939.0
106945.0,113575.0
107008.0,7957.0
107009.0,59.0
107072.0,9521.0
107073.0,22676.0
107136.0,26159.0
107137.0,6985.0
107200.0,129289.0
107201.0,6583.0
107264.0,4891.0
107265.0,10343.0
107328.0,9628.0
107329.0,8900.0
107392.0,1759.0
107393.0,45473.0
107456.0,7786.0
107457.0,12089.0
107520.0,2228.0
107521.0,18466.0
107584.0,8466.0
107585.0,461.0
107648.0,3911.0
107649.0,12107.0
107712.0,1333.0
107713.0,555.0
107776.0,28654.0
107777.0,7525.0
107840.0,9500.0
107841.0,430.0
107904.0,408.0
107905.0,17811.0
107968.0,201.0
107969.0,4967.0
108032.0,383854.0
108033.0,8643.0
108096.0,508.0
108097.0,26512.0
108160.0,2721.0
108161.0,12119.0
108224.0,5761.0
108225.0,10133.0
108288.0,875.0
108289.0,4073.0
108352.0,10953.0
108353.0,7842.0
108416.0,16906.0
108417.0,7372.0
108480.0,193.0
108481.0,26.0
108544.0,10422.0
108545.0,55.0
108608.0,5136.0
108609.0,2026.0
108672.0,56675.0
108673.0,6262.0
108736.0,180.0
108737.0,73975.0
108800.0,3623.0
108801.0,3062.0
108864.0,3376.0
108865.0,648214.0
108928.0,5975.0
108929.0,140471.0
108992.0,6373.0
108993.0,3385.0
109056.0,342.0
109057.0,1891.0
109120.0,48621.0
109121.0,5840.0
109184.0,124540.0
109185.0,104671.0
109248.0,33.0
109249.0,5.0
109312.0,65045.0
109313.0,156264.0
109376.0,497066.0
109377.0,11132.0
109440.0,13280.0
109441.0,3823.0
109504.0,55454.0
109505.0,13533.0
109568.0,2924.0
109569.0,2352.0
109632.0,60540.0
109633.0,1063.0
109696.0,177.0
109697.0,158285.0
109760.0,218304.0
109761.0,0.0
109824.0,1865.0
109825.0,4957.0
109888.0,18242.0
109889.0,1477.0
109952.0,9021.0
109953.0,13.0
110016.0,11130.0
110017.0,9604.0
110080.0,20756.0
110081.0,15233.0
110144.0,9623.0
110145.0,6237.0
110208.0,6368.0
110209.0,8625.0
110272.0,3405.0
110273.0,2392.0
110336.0,265888.0
110337.0,74529.0
110400.0,3816.0
110401.0,20329.0
110464.0,5720.0
110465.0,242007.0
110528.0,390.0
110529.0,244.0
110592.0,23.0
110593.0,23346.0
110656.0,1418.0
110657.0,157947.0
110720.0,7714.0
110721.0,201183.0
110784.0,4968.0
110785.0,19833.0
110848.0,17354.0
110849.0,132250.0
110912.0,312036.0
110913.0,31973.0
110976.0,94795.0
110977.0,1528.0
111040.0,136586.0
111041.0,36301.0
111104.0,22504.0
111105.0,2592.0
111168.0,6356.0
111169.0,4095.0
111232.0,9087.0
111233.0,3869.0
111296.0,37196.0
111297.0,1783.0
111360.0,3485.0
111361.0,475265.0
111424.0,60297.0
111425.0,13711.0
111488.0,1086.0
111489.0,4716.0
111552.0,244418.0
111553.0,8661.0
111616.0,230.0
111617.0,6880.0
111680.0,6428.0
111681.0,15751.0
111744.0,4876.0
111745.0,1548.0
111808.0,7332.0
111809.0,365.0
111872.0,33006.0
111873.0,2019.0
111936.0,20854.0
111937.0,620.0
112000.0,49.0
112001.0,14743.0
112064.0,5768.0
112065.0,14418.0
112128.0,569.0
112129.0,3389.0
112192.0,11084.0
112193.0,5961.0
112256.0,3938.0
112257.0,3878.0
112320.0,201682.0
112321.0,25854.0
112384.0,659.0
112385.0,5780.0
112448.0,2591.0
112449.0,1155.0
112512.0,45714.0
112513.0,14400.0
112576.0,66396.0
112577.0,122693.0
112640.0,45989.0
112641.0,3604.0
112704.0,7387.0
112705.0,1690.0
112768.0,4983.0
112769.0,218.0
112832.0,59711.0
112833.0,1221.0
112896.0,689.0
112897.0,17664.0
112960.0,27199.0
112961.0,4196.0
113024.0,29647.0
113025.0,38867.0
113088.0,565.0
113089.0,5320.0
113152.0,1268.0
113153.0,55696.0
113216.0,2280.0
113217.0,252.0
113280.0,0.0
113281.0,14939.0
113344.0,3281.0
113345.0,13555.0
113408.0,6468.0
113409.0,66368.0
113472.0,584.0
113473.0,181.0
113536.0,258.0
113537.0,600.0
113600.0,8188.0
113601.0,60128.0
113664.0,3541.0
113665.0,1105.0
113728.0,12356.0
113729.0,5828.0
113792.0,10917.0
113793.0,62495.0
113856.0,169169.0
113857.0,180497.0
113920.0,236.0
113921.0,20233.0
113984.0,48306.0
113985.0,22436.0
114048.0,46336.0
114049.0,192.0
114112.0,14070.0
114113.0,7672.0
114176.0,27972.0
114177.0,36.0
114240.0,183096.0
114241.0,3878.0
114304.0,68139.0
114305.0,9380.0
114368.0,7682.0
114369.0,1672.0
114432.0,5699.0
114433.0,275633.0
114496.0,3281.0
114497.0,5689.0
114560.0,931673.0
114561.0,14332.0
114624.0,8754.0
114625.0,7321.0
114688.0,1282.0
114689.0,4931.0
114752.0,24.0
114753.0,85444.0
114816.0,112781.0
114817.0,4711.0
114880.0,625514.0
114881.0,3.0
114944.0,34835.0
114945.0,38872.0
115008.0,18593.0
115009.0,170.0
115072.0,782.0
115073.0,71352.0
115136.0,46.0
115137.0,105644.0
115200.0,452507.0
115201.0,272.0
115264.0,6994.0
115265.0,97689.0
115328.0,6423.0
115329.0,23861.0
115392.0,26211.0
115393.0,1241.0
115456.0,130986.0
115457.0,25521.0
115520.0,99964.0
115521.0,45471.0
115584.0,4740.0
115585.0,50378.0
115648.0,113.0
115649.0,10695.0
115712.0,8352.0
115713.0,117808.0
115776.0,17545.0
115777.0,147.0
115840.0,138631.0
115841.0,11458.0
115904.0,4733.0
115905.0,734.0
115968.0,36649.0
115969.0,0.0
116032.0,48302.0
116033.0,20240.0
116096.0,11439.0
116097.0,739487.0
116160.0,20878.0
116161.0,84270.0
116224.0,23799.0
116225.0,712.0
116288.0,197.0
116289.0,313.0
116352.0,7711.0
116353.0,4227.0
116416.0,54.0
116417.0,6289.0
116480.0,4218.0
116481.0,2505.0
116544.0,9910.0
116545.0,1019.0
116608.0,1702.0
116609.0,7529.0
116672.0,278388.0
116673.0,71901.0
116736.0,5761.0
116737.0,41133.0
116800.0,14647.0
116801.0,3356.0
116864.0,7435.0
116865.0,15504.0
116928.0,1282.0
116929.0,5121.0
116992.0,24.0
116993.0,87442.0
117056.0,116415.0
117057.0,4779.0
117120.0,646530.0
117121.0,3.0
117184.0,38035.0
117185.0,42378.0
117248.0,19930.0
117249.0,170.0
117312.0,823.0
117313.0,75089.0
117376.0,46.0
117377.0,113057.0
117440.0,454299.0
117441.0,272.0
117504.0,7231.0
117505.0,103464.0
117568.0,6469.0
117569.0,24103.0
117632.0,58588.0
117633.0,26430.0
117696.0,263.0
117697.0,132618.0
117760.0,15333.0
117761.0,101851.0
117824.0,13592.0
117825.0,4789.0
117888.0,66938.0
117889.0,113.0
117952.0,185.0
117953.0,8434.0
118016.0,688.0
118017.0,18031.0
118080.0,64158.0
118081.0,154456.0
118144.0,1145.0
118145.0,5078.0
118208.0,6080.0
118209.0,37132.0
118272.0,64481.0
118273.0,49216.0
118336.0,187690.0
118337.0,12334.0
118400.0,238.0
118401.0,21896.0
118464.0,61318.0
118465.0,25594.0
118528.0,49666.0
118529.0,208.0
118592.0,14515.0
118593.0,7787.0
118656.0,28475.0
118657.0,85.0
118720.0,187895.0
118721.0,4917.0
118784.0,68139.0
118785.0,10763.0
118848.0,7885.0
118849.0,1715.0
118912.0,5845.0
118913.0,281968.0
118976.0,3438.0
118977.0,5829.0
119040.0,964921.0
119041.0,14966.0
119104.0,9142.0
119105.0,7547.0
119168.0,1311.0
119169.0,1282.0
119232.0,17228.0
119233.0,24.0
119296.0,124850.0
119297.0,121235.0
119360.0,3774.0
119361.0,668751.0
119424.0,2168.0
119425.0,39954.0
119488.0,248.0
119489.0,20420.0
119552.0,1257.0
119553.0,868.0
119616.0,19636.0
119617.0,46.0
119680.0,4218.0
119681.0,457573.0
119744.0,45413.0
119745.0,7445.0
119808.0,5640.0
119809.0,6529.0
119872.0,1299.0
119873.0,60369.0
119936.0,2340.0
119937.0,273.0
120000.0,0.0
120001.0,15472.0
120064.0,3360.0
120065.0,13610.0
120128.0,6882.0
120129.0,67317.0
120192.0,584.0
120193.0,190.0
120256.0,259.0
120257.0,772.0
120320.0,9383.0
120321.0,66491.0
120384.0,3541.0
120385.0,1152.0
120448.0,12930.0
120449.0,6279.0
120512.0,12032.0
120513.0,65208.0
120576.0,187211.0
120577.0,192995.0
120640.0,17521.0
120641.0,240.0
120704.0,1713.0
120705.0,65883.0
120768.0,367.0
120769.0,51194.0
120832.0,2031.0
120833.0,14660.0
120896.0,678.0
120897.0,28655.0
120960.0,15264.0
120961.0,190505.0
121024.0,15936.0
121025.0,68139.0
121088.0,3736.0
121089.0,8011.0
121152.0,6361.0
121153.0,5877.0
121216.0,4724.0
121217.0,3514.0
121280.0,30549.0
121281.0,973142.0
121344.0,6218.0
121345.0,9356.0
121408.0,3773.0
121409.0,1335.0
121472.0,46482.0
121473.0,18123.0
121536.0,74717.0
121537.0,125533.0
121600.0,59873.0
121601.0,3821.0
121664.0,8476.0
121665.0,2354.0
121728.0,5036.0
121729.0,253.0
121792.0,74095.0
121793.0,1265.0
121856.0,1000.0
121857.0,20085.0
121920.0,29157.0
121921.0,4224.0
121984.0,31052.0
121985.0,48467.0
122048.0,659.0
122049.0,5793.0
122112.0,47995.0
122113.0,1308.0
122176.0,1992.0
122177.0,2357.0
122240.0,38529.0
122241.0,0.0
122304.0,2704.0
122305.0,3380.0
122368.0,5401.0
122369.0,7029.0
122432.0,3997.0
122433.0,584.0
122496.0,1827.0
122497.0,259.0
122560.0,601767.0
122561.0,9842.0
122624.0,15756.0
122625.0,3779.0
122688.0,5252.0
122689.0,13147.0
122752.0,11235.0
122753.0,12411.0
122816.0,7230.0
122817.0,193600.0
122880.0,8059.0
122881.0,18006.0
122944.0,5670.0
122945.0,1772.0
123008.0,7505.0
123009.0,381.0
123072.0,40322.0
123073.0,2039.0
123136.0,23824.0
123137.0,728.0
123200.0,49.0
123201.0,15358.0
123264.0,6713.0
123265.0,16070.0
123328.0,576.0
123329.0,3839.0
123392.0,13277.0
123393.0,6477.0
123456.0,4117.0
123457.0,5205.0
123520.0,216624.0
123521.0,31559.0
123584.0,690.0
123585.0,6385.0
123648.0,9918.0
123649.0,4128.0
123712.0,7093.0
123713.0,46694.0
123776.0,95773.0
123777.0,77284.0
123840.0,22934.0
123841.0,65340.0
123904.0,271929.0
123905.0,8598.0
123968.0,244.0
123969.0,5052.0
124032.0,27478.0
124033.0,77253.0
124096.0,167401.0
124097.0,1140.0
124160.0,212213.0
124161.0,30000.0
124224.0,28534.0
124225.0,31493.0
124288.0,137783.0
124289.0,674.0
124352.0,406995.0
124353.0,49559.0
124416.0,127623.0
124417.0,2080.0
124480.0,141484.0
124481.0,39184.0
124544.0,24091.0
124545.0,2715.0
124608.0,7251.0
124609.0,5588.0
124672.0,11648.0
124673.0,4030.0
124736.0,41518.0
124737.0,1840.0
124800.0,4132.0
124801.0,630516.0
124864.0,71476.0
124865.0,16184.0
124928.0,1089.0
124929.0,5415.0
124992.0,271575.0
124993.0,11674.0
125056.0,230.0
125057.0,7311.0
125120.0,4780.0
125121.0,8455.0
125184.0,17659.0
125185.0,5809.0
125248.0,3270.0
125249.0,7520.0
125312.0,1096.0
125313.0,41498.0
125376.0,188168.0
125377.0,24400.0
125440.0,0.0
125441.0,49.0
125504.0,5113.0
125505.0,6803.0
125568.0,1746.0
125569.0,605.0
125632.0,13.0
125633.0,13367.0
125696.0,10809.0
125697.0,4134.0
125760.0,18155.0
125761.0,219218.0
125824.0,7423.0
125825.0,695.0
125888.0,7733.0
125889.0,10168.0
125952.0,3594.0
125953.0,8696.0
126016.0,324762.0
126017.0,102080.0
126080.0,4477.0
126081.0,23222.0
126144.0,7045.0
126145.0,276839.0
126208.0,413.0
126209.0,244.0
126272.0,24.0
126273.0,28238.0
126336.0,2143.0
126337.0,168512.0
126400.0,8645.0
126401.0,214540.0
126464.0,5661.0
126465.0,29277.0
126528.0,19378.0
126529.0,138593.0
126592.0,10971.0
126593.0,417437.0
126656.0,81090.0
126657.0,134291.0
126720.0,19001.0
126721.0,141904.0
126784.0,683242.0
126785.0,24353.0
126848.0,188902.0
126849.0,7401.0
126912.0,4110.0
126913.0,12216.0
126976.0,2818.0
126977.0,42477.0
127040.0,7514.0
127041.0,4256.0
127104.0,128071.0
127105.0,72546.0
127168.0,5.0
127169.0,1089.0
127232.0,205375.0
127233.0,275415.0
127296.0,12036.0
127297.0,230.0
127360.0,15876.0
127361.0,4949.0
127424.0,83497.0
127425.0,18447.0
127488.0,3210.0
127489.0,3442.0
127552.0,80404.0
127553.0,1099.0
127616.0,181.0
127617.0,191985.0
127680.0,298107.0
127681.0,0.0
127744.0,2256.0
127745.0,5143.0
127808.0,20882.0
127809.0,1782.0
127872.0,16063.0
127873.0,13.0
127936.0,13651.0
127937.0,10950.0
128000.0,24006.0
128001.0,18483.0
128064.0,10440.0
128065.0,7494.0
128128.0,6881.0
128129.0,7984.0
128192.0,8815.0
128193.0,3617.0
128256.0,47316.0
128257.0,331869.0
128320.0,15452.0
128321.0,4611.0
128384.0,14588.0
128385.0,7161.0
128448.0,5144.0
128449.0,414.0
128512.0,9222.0
128513.0,24.0
128576.0,10576.0
128577.0,2278.0
128640.0,27.0
128641.0,8878.0
128704.0,61.0
128705.0,5818.0
128768.0,3246.0
128769.0,19731.0
128832.0,81947.0
128833.0,12765.0
128896.0,204.0
128897.0,82471.0
128960.0,7363.0
128961.0,22763.0
129024.0,3745.0
129025.0,688352.0
129088.0,11760.0
129089.0,192416.0
129152.0,8079.0
129153.0,4232.0
129216.0,1021.0
129217.0,2989.0
129280.0,67216.0
129281.0,7757.0
129344.0,137701.0
129345.0,130860.0
129408.0,33.0
129409.0,5.0
129472.0,72450.0
129473.0,211773.0
129536.0,646128.0
129537.0,12109.0
129600.0,7772.0
129601.0,16315.0
129664.0,10841.0
129665.0,87439.0
129728.0,10859.0
129729.0,3273.0
129792.0,60776.0
129793.0,82453.0
129856.0,17828.0
129857.0,184.0
129920.0,21998.0
129921.0,306559.0
129984.0,624.0
129985.0,2336.0
130048.0,14980.0
130049.0,21389.0
130112.0,711.0
130113.0,18117.0
130176.0,9434.0
130177.0,14043.0
130240.0,1609.0
130241.0,24537.0
130304.0,28352.0
130305.0,10593.0
130368.0,211.0
130369.0,7255.0
130432.0,747092.0
130433.0,8835.0
130496.0,554.0
130497.0,49675.0
130560.0,2750.0
130561.0,15630.0
130624.0,6257.0
130625.0,14775.0
130688.0,2750.0
130689.0,5513.0
130752.0,15197.0
130753.0,9448.0
130816.0,20193.0
130817.0,11115.0
130880.0,272.0
130881.0,27.0
130944.0,12621.0
130945.0,63.0
131008.0,9294.0
131009.0,3359.0
131072.0,4545.0
131073.0,85844.0
131136.0,379738.0
131137.0,208.0
131200.0,20155.0
131201.0,7813.0
131264.0,8832.0
131265.0,2.0
131328.0,15669.0
131329.0,4197.0
131392.0,16488.0
131393.0,145247.0
131456.0,3329.0
131457.0,6483.0
131520.0,4856.0
131521.0,7546.0
131584.0,1851.0
131585.0,131861.0
131648.0,21035.0
131649.0,77.0
131712.0,12235.0
131713.0,26294.0
131776.0,30225.0
131777.0,8368.0
131840.0,1325.0
131841.0,159570.0
131904.0,496.0
131905.0,5118.0
131968.0,5827.0
131969.0,16880.0
132032.0,9945.0
132033.0,108608.0
132096.0,74459.0
132097.0,937.0
132160.0,3168.0
132161.0,14512.0
132224.0,22819.0
132225.0,14120.0
132288.0,139.0
132289.0,9920.0
132352.0,499.0
132353.0,365.0
132416.0,63300.0
132417.0,3406.0
132480.0,10729.0
132481.0,6328.0
132544.0,19106.0
132545.0,36.0
132608.0,9460.0
132609.0,19642.0
132672.0,86430.0
132673.0,32.0
132736.0,15953.0
132737.0,107776.0
132800.0,15680.0
132801.0,4772.0
132864.0,8305.0
132865.0,868727.0
132928.0,3500.0
132929.0,741632.0
132992.0,20918.0
132993.0,786.0
133056.0,388135.0
133057.0,9190.0
133120.0,6364.0
133121.0,54467.0
133184.0,40041.0
133185.0,36943.0
133248.0,519.0
133249.0,140.0
133312.0,1587.0
133313.0,0.0
133376.0,60224.0
133377.0,43280.0
133440.0,517835.0
133441.0,416802.0
133504.0,148.0
133505.0,2323.0
133568.0,43281.0
133569.0,8961.0
133632.0,2513.0
133633.0,17021.0
133696.0,368.0
133697.0,13.0
133760.0,5422.0
133761.0,971.0
133824.0,3098.0
133825.0,180154.0
133888.0,18315.0
133889.0,238939.0
133952.0,12863.0
133953.0,167279.0
134016.0,7983.0
134017.0,31974.0
134080.0,1903.0
134081.0,722.0
134144.0,283.0
134145.0,21441.0
134208.0,7030.0
134209.0,10471.0
134272.0,2027.0
134273.0,5241.0
134336.0,15822.0
134337.0,15644.0
134400.0,6502.0
134401.0,37954.0
134464.0,13853.0
134465.0,368.0
134528.0,29412.0
134529.0,12207.0
134592.0,331433.0
134593.0,119396.0
134656.0,170.0
134657.0,2861.0
134720.0,2.0
134721.0,50573.0
134784.0,149.0
134785.0,28617.0
134848.0,81.0
134849.0,209.0
134912.0,5070.0
134913.0,452.0
134976.0,5353.0
134977.0,1209.0
135040.0,172137.0
135041.0,89365.0
135104.0,8540.0
135105.0,48524.0
135168.0,143918.0
135169.0,13863.0
135232.0,145977.0
135233.0,6563.0
135296.0,23790.0
135297.0,9746.0
135360.0,242.0
135361.0,613.0
135424.0,12899.0
135425.0,11482.0
135488.0,436.0
135489.0,845.0
135552.0,2526.0
135553.0,0.0
135616.0,7622.0
135617.0,119.0
135680.0,88425.0
135681.0,46290.0
135744.0,933.0
135745.0,342202.0
135808.0,5330.0
135809.0,42554.0
135872.0,23645.0
135873.0,923.0
135936.0,642.0
135937.0,4059.0
136000.0,21587.0
136001.0,8906.0
136064.0,16400.0
136065.0,1595381.0
136128.0,32918.0
136129.0,45320.0
136192.0,93391.0
136193.0,1164.0
136256.0,531.0
136257.0,18906.0
136320.0,21475.0
136321.0,985.0
136384.0,2387.0
136385.0,37205.0
136448.0,1833.0
136449.0,1381.0
136512.0,10533.0
136513.0,509.0
136576.0,60721.0
136577.0,336232.0
136640.0,86374.0
136641.0,64021.0
136704.0,171.0
136705.0,2914.0
136768.0,29113.0
136769.0,2570.0
136832.0,91750.0
136833.0,164123.0
136896.0,19079.0
136897.0,270346.0
136960.0,10440.0
136961.0,3337.0
137024.0,1.0
137025.0,8160.0
137088.0,714.0
137089.0,183142.0
137152.0,121973.0
137153.0,154115.0
137216.0,11190.0
137217.0,12367.0
137280.0,4982.0
137281.0,8531.0
137344.0,3725.0
137345.0,11854.0
137408.0,11463.0
137409.0,116.0
137472.0,730.0
137473.0,29105.0
137536.0,10722.0
137537.0,5695.0
137600.0,17793.0
137601.0,6053.0
137664.0,129045.0
137665.0,201877.0
137728.0,5989.0
137729.0,49164.0
137792.0,18627.0
137793.0,5103.0
137856.0,40510.0
137857.0,17948.0
137920.0,2403.0
137921.0,3850.0
137984.0,38.0
137985.0,68.0
138048.0,991.0
138049.0,147450.0
138112.0,183747.0
138113.0,12115.0
138176.0,3611.0
138177.0,24023.0
138240.0,670.0
138241.0,935.0
138304.0,8645.0
138305.0,286527.0
138368.0,27426.0
138369.0,180.0
138432.0,102107.0
138433.0,16480.0
138496.0,2734.0
138497.0,485.0
138560.0,1452.0
138561.0,1191.0
138624.0,37314.0
138625.0,5923.0
138688.0,54006.0
138689.0,24.0
138752.0,5154.0
138753.0,97019.0
138816.0,114.0
138817.0,12795.0
138880.0,9384.0
138881.0,151917.0
138944.0,21580.0
138945.0,147.0
139008.0,369323.0
139009.0,14512.0
