SNo,Confirmed
47425.0,10020.0
47488.0,702.0
47489.0,170.0
47552.0,4073.0
47553.0,837.0
47616.0,211.0
47617.0,76.0
47680.0,3136.0
47681.0,52113.0
47744.0,792.0
47745.0,701.0
47808.0,7832.0
47809.0,8.0
47872.0,13207.0
47873.0,104.0
47936.0,32676.0
47937.0,25383.0
48000.0,11.0
48001.0,1340.0
48064.0,1420.0
48065.0,54599.0
48128.0,5825.0
48129.0,603.0
48192.0,14.0
48193.0,222.0
48256.0,2902.0
48257.0,1025.0
48320.0,4355.0
48321.0,2434.0
48384.0,2181.0
48385.0,3902.0
48448.0,8188.0
48449.0,8675.0
48512.0,1728.0
48513.0,118222.0
48576.0,14358.0
48577.0,2552.0
48640.0,27936.0
48641.0,51643.0
48704.0,757.0
48705.0,72.0
48768.0,1607.0
48769.0,1960.0
48832.0,1656.0
48833.0,2835.0
48896.0,82.0
48897.0,28260.0
48960.0,2860.0
48961.0,238.0
49024.0,9939.0
49025.0,147372.0
49088.0,1380.0
49089.0,18099.0
49152.0,293.0
49153.0,3728.0
49216.0,589.0
49217.0,3073.0
49280.0,2825.0
49281.0,18300.0
49344.0,60898.0
49345.0,23.0
49408.0,19285.0
49409.0,5206.0
49472.0,111796.0
49473.0,12563.0
49536.0,6198.0
49537.0,3275.0
49600.0,940.0
49601.0,2730.0
49664.0,4768.0
49665.0,147.0
49728.0,3752.0
49729.0,1661.0
49792.0,203211.0
49793.0,31075.0
49856.0,5752.0
49857.0,46759.0
49920.0,45.0
49921.0,6.0
49984.0,9098.0
49985.0,66.0
50048.0,69.0
50049.0,37.0
50112.0,1984.0
50113.0,706.0
50176.0,1056.0
50177.0,22614.0
50240.0,830.0
50241.0,7851.0
50304.0,1774.0
50305.0,1175.0
50368.0,187.0
50369.0,114018.0
50432.0,336.0
50433.0,2171.0
50496.0,641.0
50497.0,53415.0
50560.0,5638.0
50561.0,171018.0
50624.0,6877.0
50625.0,4530.0
50688.0,2897.0
50689.0,4380.0
50752.0,10482.0
50753.0,897.0
50816.0,92.0
50817.0,141.0
50880.0,19.0
50881.0,1112.0
50944.0,31486.0
50945.0,255.0
51008.0,1678.0
51009.0,30.0
51072.0,45977.0
51073.0,3688.0
51136.0,5177.0
51137.0,12884.0
51200.0,24943.0
51201.0,4726.0
51264.0,34616.0
51265.0,25066.0
51328.0,3297.0
51329.0,36151.0
51392.0,4013.0
51393.0,702.0
51456.0,10226.0
51457.0,3.0
51520.0,11.0
51521.0,185.0
51584.0,5209.0
51585.0,44.0
51648.0,11.0
51649.0,1942.0
51712.0,2241.0
51713.0,1971.0
51776.0,1717.0
51777.0,2427.0
51840.0,122.0
51841.0,841.0
51904.0,417.0
51905.0,2339.0
51968.0,1599.0
51969.0,71839.0
52032.0,13456.0
52033.0,83.0
52096.0,18.0
52097.0,55079.0
52160.0,6626.0
52161.0,42.0
52224.0,28.0
52225.0,19264.0
52288.0,1155.0
52289.0,141.0
52352.0,82.0
52353.0,1810.0
52416.0,24.0
52417.0,642.0
52480.0,1437.0
52481.0,2205.0
52544.0,642.0
52545.0,646.0
52608.0,10761.0
52609.0,3762.0
52672.0,3287.0
52673.0,1531.0
52736.0,445.0
52737.0,863.0
52800.0,1821.0
52801.0,3062.0
52864.0,24364.0
52865.0,646.0
52928.0,28.0
52929.0,3524.0
52992.0,1269.0
52993.0,1396.0
53056.0,17409.0
53057.0,5351.0
53120.0,26582.0
53121.0,1001.0
53184.0,13891.0
53185.0,3.0
53248.0,18120.0
53249.0,19665.0
53312.0,79417.0
53313.0,177.0
53376.0,3821.0
53377.0,4958.0
53440.0,3219.0
53441.0,1227.0
53504.0,323.0
53505.0,63736.0
53568.0,17660.0
53569.0,0.0
53632.0,12516.0
53633.0,10463.0
53696.0,1846.0
53697.0,81.0
53760.0,1087.0
53761.0,7039.0
53824.0,8639.0
53825.0,2361.0
53888.0,48667.0
53889.0,936.0
53952.0,922.0
53953.0,4524.0
54016.0,7840.0
54017.0,1626.0
54080.0,902.0
54081.0,2363.0
54144.0,786.0
54145.0,5080.0
54208.0,221598.0
54209.0,57570.0
54272.0,46957.0
54273.0,22877.0
54336.0,3159.0
54337.0,15822.0
54400.0,5780.0
54401.0,1441.0
54464.0,291.0
54465.0,69.0
54528.0,20262.0
54529.0,4157.0
54592.0,698.0
54593.0,715.0
54656.0,566.0
54657.0,6353.0
54720.0,1027.0
54721.0,163.0
54784.0,162.0
54785.0,13.0
54848.0,1523.0
54849.0,6066.0
54912.0,242.0
54913.0,67918.0
54976.0,30.0
54977.0,5.0
55040.0,28171.0
55041.0,115278.0
55104.0,6116.0
55105.0,228.0
55168.0,2427.0
55169.0,7754.0
55232.0,12178.0
55233.0,12815.0
55296.0,17150.0
55297.0,106.0
55360.0,1221.0
55361.0,1632.0
55424.0,449.0
55425.0,9392.0
55488.0,10390.0
55489.0,52281.0
55552.0,176.0
55553.0,7850.0
55616.0,990.0
55617.0,13904.0
55680.0,76.0
55681.0,17.0
55744.0,61119.0
55745.0,23307.0
55808.0,714.0
55809.0,198.0
55872.0,8.0
55873.0,0.0
55936.0,104.0
55937.0,28410.0
56000.0,25498.0
56001.0,28495.0
56064.0,1524.0
56065.0,44479.0
56128.0,91872.0
56129.0,22622.0
56192.0,653.0
56193.0,554.0
56256.0,280.0
56257.0,8465.0
56320.0,1408.0
56321.0,19710.0
56384.0,2661.0
56385.0,804.0
56448.0,6843.0
56449.0,0.0
56512.0,9888.0
56513.0,5315.0
56576.0,186319.0
56577.0,3266.0
56640.0,3126.0
56641.0,611.0
56704.0,61535.0
56705.0,74035.0
56768.0,375.0
56769.0,15491.0
56832.0,2438.0
56833.0,523.0
56896.0,2947.0
56897.0,8.0
56960.0,28613.0
56961.0,244991.0
57024.0,238.0
57025.0,31061.0
57088.0,163824.0
57089.0,3923.0
57152.0,19827.0
57153.0,131.0
57216.0,4602.0
57217.0,30.0
57280.0,3094.0
57281.0,103.0
57344.0,24542.0
57345.0,26554.0
57408.0,30.0
57409.0,1199.0
57472.0,7886.0
57473.0,0.0
57536.0,13137.0
57537.0,2021.0
57600.0,3656.0
57601.0,2435.0
57664.0,3385.0
57665.0,1833.0
57728.0,147.0
57729.0,36037.0
57792.0,2055.0
57793.0,10301.0
57856.0,37707.0
57857.0,72941.0
57920.0,57150.0
57921.0,60.0
57984.0,6.0
57985.0,0.0
58048.0,87.0
58049.0,6.0
58112.0,37.0
58113.0,6555.0
58176.0,1011.0
58177.0,5846.0
58240.0,29286.0
58241.0,7124.0
58304.0,8389.0
58305.0,4538.0
58368.0,1183.0
58369.0,271.0
58432.0,206447.0
58433.0,5054.0
58496.0,2700.0
58497.0,5102.0
58560.0,66327.0
58561.0,84.0
58624.0,174766.0
58625.0,13507.0
58688.0,4536.0
58689.0,6491.0
58752.0,4823.0
58753.0,9520.0
58816.0,984.0
58817.0,741.0
58880.0,141.0
58881.0,6102.0
58944.0,1134.0
58945.0,1907.0
59008.0,372.0
59009.0,449.0
59072.0,48.0
59073.0,1419.0
59136.0,6247.0
59137.0,726.0
59200.0,17999.0
59201.0,1071.0
59264.0,5665.0
59265.0,2809.0
59328.0,32214.0
59329.0,25643.0
59392.0,37917.0
59393.0,2443.0
59456.0,1035.0
59457.0,5501.0
59520.0,4.0
59521.0,229.0
59584.0,187.0
59585.0,3441.0
59648.0,61.0
59649.0,963.0
59712.0,2554.0
59713.0,50359.0
59776.0,3083.0
59777.0,1944.0
59840.0,2444.0
59841.0,2369.0
59904.0,894.0
59905.0,82.0
59968.0,3096.0
59969.0,654.0
60032.0,72409.0
60033.0,951.0
60096.0,85.0
60097.0,75.0
60160.0,56079.0
60161.0,1068.0
60224.0,43.0
60225.0,5813.0
60288.0,19348.0
60289.0,12739.0
60352.0,141.0
60353.0,14916.0
60416.0,1852.0
60417.0,4719.0
60480.0,704.0
60481.0,133.0
60544.0,2246.0
60545.0,11099.0
60608.0,804.0
60609.0,3417.0
60672.0,4583.0
60673.0,1140.0
60736.0,1778.0
60737.0,6523.0
60800.0,1466.0
60801.0,11.0
60864.0,3383.0
60865.0,2653.0
60928.0,1105.0
60929.0,349715.0
60992.0,3971.0
60993.0,3785.0
61056.0,1500.0
61057.0,34184.0
61120.0,5969.0
61121.0,1842.0
61184.0,1252.0
61185.0,17.0
61248.0,3.0
61249.0,991.0
61312.0,19787.0
61313.0,63888.0
61376.0,180.0
61377.0,162.0
61440.0,5477.0
61441.0,29.0
61504.0,1582.0
61505.0,325.0
61568.0,82032.0
61569.0,4155.0
61632.0,0.0
61633.0,571.0
61696.0,13999.0
61697.0,1223.0
61760.0,153.0
61761.0,68931.0
61824.0,7971.0
61825.0,7231.0
61888.0,2664.0
61889.0,2406.0
61952.0,986.0
61953.0,12513.0
62016.0,5085.0
62017.0,8636.0
62080.0,1848.0
62081.0,12743.0
62144.0,3560.0
62145.0,68135.0
62208.0,5600.0
62209.0,439.0
62272.0,60295.0
62273.0,1726.0
62336.0,40797.0
62337.0,1297.0
62400.0,18340.0
62401.0,36046.0
62464.0,1448.0
62465.0,0.0
62528.0,74.0
62529.0,100166.0
62592.0,4234.0
62593.0,1896.0
62656.0,729.0
62657.0,232259.0
62720.0,6632.0
62721.0,141.0
62784.0,163.0
62785.0,559.0
62848.0,13.0
62849.0,103.0
62912.0,6608.0
62913.0,2713.0
62976.0,73109.0
62977.0,111597.0
63040.0,5.0
63041.0,1066.0
63104.0,129684.0
63105.0,722.0
63168.0,228.0
63169.0,4997.0
63232.0,9280.0
63233.0,80.0
63296.0,13037.0
63297.0,712.0
63360.0,109.0
63361.0,243.0
63424.0,1895.0
63425.0,1034.0
63488.0,12206.0
63489.0,7.0
63552.0,72284.0
63553.0,1144.0
63616.0,9386.0
63617.0,11404.0
63680.0,15129.0
63681.0,8338.0
63744.0,30.0
63745.0,123.0
63808.0,33359.0
63809.0,31504.0
63872.0,200.0
63873.0,106.0
63936.0,0.0
63937.0,0.0
64000.0,34078.0
64001.0,190057.0
64064.0,42662.0
64065.0,13037.0
64128.0,46630.0
64129.0,1908.0
64192.0,29812.0
64193.0,7251.0
64256.0,612.0
64257.0,5184.0
64320.0,12942.0
64321.0,1650.0
64384.0,44077.0
64385.0,2507.0
64448.0,804.0
64449.0,318.0
64512.0,0.0
64513.0,8639.0
64576.0,5731.0
64577.0,2819.0
64640.0,3295.0
64641.0,203.0
64704.0,636.0
64705.0,37906.0
64768.0,84843.0
64769.0,10645.0
64832.0,17177.0
64833.0,51252.0
64896.0,552.0
64897.0,16.0
64960.0,8.0
64961.0,6906.0
65024.0,250885.0
65025.0,66352.0
65088.0,36536.0
65089.0,10685.0
65152.0,4287.0
65153.0,95236.0
65216.0,254.0
65217.0,30468.0
65280.0,36.0
65281.0,3291.0
65344.0,220.0
65345.0,10748.0
65408.0,41383.0
65409.0,3785.0
65472.0,1463.0
65473.0,86.0
65536.0,0.0
65537.0,5237.0
65600.0,2171.0
65601.0,2687.0
65664.0,2442.0
65665.0,1734.0
65728.0,2306.0
65729.0,583.0
65792.0,45481.0
65793.0,164.0
65856.0,13245.0
65857.0,2845.0
65920.0,79839.0
65921.0,7611.0
65984.0,60.0
65985.0,32.0
66048.0,0.0
66049.0,28662.0
66112.0,10.0
66113.0,8650.0
66176.0,8759.0
66177.0,77.0
66240.0,8803.0
66241.0,26.0
66304.0,9025.0
66305.0,64193.0
66368.0,1197.0
66369.0,33436.0
66432.0,381075.0
66433.0,19573.0
66496.0,327241.0
66497.0,6509.0
66560.0,301.0
66561.0,14504.0
66624.0,95371.0
66625.0,10122.0
66688.0,33295.0
66689.0,168.0
66752.0,444.0
66753.0,5380.0
66816.0,599.0
66817.0,3136.0
66880.0,0.0
66881.0,3501.0
66944.0,36004.0
66945.0,202066.0
67008.0,49531.0
67009.0,13912.0
67072.0,1976.0
67073.0,1940.0
67136.0,7712.0
67137.0,111.0
67200.0,5289.0
67201.0,5233.0
67264.0,367.0
67265.0,195.0
67328.0,2945.0
67329.0,1971.0
67392.0,77206.0
67393.0,113238.0
67456.0,37.0
67457.0,31.0
67520.0,17793.0
67521.0,43451.0
67584.0,5484.0
67585.0,165714.0
67648.0,76373.0
67649.0,5177.0
67712.0,2633.0
67713.0,8403.0
67776.0,8779.0
67777.0,2966.0
67840.0,1054.0
67841.0,16752.0
67904.0,5441.0
67905.0,8778.0
67968.0,1897.0
67969.0,13519.0
68032.0,1483.0
68033.0,209.0
68096.0,1963.0
68097.0,7190.0
68160.0,446.0
68161.0,2533.0
68224.0,5318.0
68225.0,5586.0
68288.0,30.0
68289.0,5797.0
68352.0,2878.0
68353.0,7890.0
68416.0,188.0
68417.0,3897.0
68480.0,205308.0
68481.0,6433.0
68544.0,19.0
68545.0,3748.0
68608.0,2458.0
68609.0,3994.0
68672.0,3626.0
68673.0,2551.0
68736.0,643.0
68737.0,3356.0
68800.0,3536.0
68801.0,5998.0
68864.0,2761.0
68865.0,833.0
68928.0,22.0
68929.0,6249.0
68992.0,36.0
68993.0,3421.0
69056.0,305.0
69057.0,11350.0
69120.0,34526.0
69121.0,4162.0
69184.0,106.0
69185.0,66348.0
69248.0,810.0
69249.0,1113.0
69312.0,3135.0
69313.0,381798.0
69376.0,858.0
69377.0,25382.0
69440.0,5489.0
69441.0,1334.0
69504.0,14.0
69505.0,327.0
69568.0,22929.0
69569.0,4259.0
69632.0,37077.0
69633.0,17386.0
69696.0,5.0
69697.0,1067.0
69760.0,49840.0
69761.0,145121.0
69824.0,7820.0
69825.0,229.0
69888.0,8244.0
69889.0,2140.0
69952.0,12361.0
69953.0,4530.0
70016.0,2494.0
70017.0,679.0
70080.0,13164.0
70081.0,408.0
70144.0,153.0
70145.0,30369.0
70208.0,126323.0
70209.0,0.0
70272.0,1358.0
70273.0,2131.0
70336.0,11790.0
70337.0,1121.0
70400.0,12.0
70401.0,2097.0
70464.0,2662.0
70465.0,3474.0
70528.0,7186.0
70529.0,59556.0
70592.0,3834.0
70593.0,82.0
70656.0,2004.0
70657.0,4578.0
70720.0,170.0
70721.0,1085.0
70784.0,74390.0
70785.0,41580.0
70848.0,2506.0
70849.0,10729.0
70912.0,2410.0
70913.0,74599.0
70976.0,364.0
70977.0,127.0
71040.0,0.0
71041.0,11473.0
71104.0,101650.0
71105.0,116.0
71168.0,179834.0
71169.0,18163.0
71232.0,2420.0
71233.0,17797.0
71296.0,115883.0
71297.0,81.0
71360.0,58104.0
71361.0,5445.0
71424.0,65199.0
71425.0,48.0
71488.0,80226.0
71489.0,16268.0
71552.0,14092.0
71553.0,2258.0
71616.0,4341.0
71617.0,2454.0
71680.0,4719.0
71681.0,2787.0
71744.0,16902.0
71745.0,1669.0
71808.0,2067.0
71809.0,85870.0
71872.0,8312.0
71873.0,2862.0
71936.0,3621.0
71937.0,8616.0
72000.0,1234.0
72001.0,5399.0
72064.0,5372.0
72065.0,52466.0
72128.0,3446.0
72129.0,10524.0
72192.0,2478.0
72193.0,1053.0
72256.0,6151.0
72257.0,344.0
72320.0,10306.0
72321.0,1674.0
72384.0,10371.0
72385.0,480.0
72448.0,49.0
72449.0,11717.0
72512.0,1399.0
72513.0,5390.0
72576.0,59.0
72577.0,2017.0
72640.0,4295.0
72641.0,3832.0
72704.0,3163.0
72705.0,2693.0
72768.0,2564.0
72769.0,479481.0
72832.0,4423.0
72833.0,5291.0
72896.0,725.0
72897.0,822.0
72960.0,32969.0
72961.0,4193.0
73024.0,50164.0
73025.0,109305.0
73088.0,14328.0
73089.0,324.0
73152.0,542.0
73153.0,213.0
73216.0,1428.0
73217.0,86.0
73280.0,17920.0
73281.0,1113.0
73344.0,8832.0
73345.0,46.0
73408.0,3685.0
73409.0,411736.0
73472.0,15143.0
73473.0,4589.0
73536.0,3535.0
73537.0,5553.0
73600.0,1196.0
73601.0,20875.0
73664.0,1770.0
73665.0,99.0
73728.0,0.0
73729.0,7413.0
73792.0,2805.0
73793.0,11424.0
73856.0,2353.0
73857.0,49037.0
73920.0,583.0
73921.0,152.0
73984.0,255.0
73985.0,80.0
74048.0,3260.0
74049.0,27586.0
74112.0,845.0
74113.0,738.0
74176.0,3436.0
74177.0,15513.0
74240.0,36148.0
74241.0,29902.0
74304.0,96489.0
74305.0,2773.0
74368.0,130.0
74369.0,17170.0
74432.0,15799.0
74433.0,13577.0
74496.0,23521.0
74497.0,117.0
74560.0,5002.0
74561.0,2817.0
74624.0,17363.0
74625.0,11.0
74688.0,100726.0
74689.0,1334.0
74752.0,68135.0
74753.0,746.0
74816.0,6137.0
74817.0,708.0
74880.0,3926.0
74881.0,239315.0
74944.0,2692.0
74945.0,4966.0
75008.0,487654.0
75009.0,9111.0
75072.0,5576.0
75073.0,6018.0
75136.0,843.0
75137.0,1270.0
75200.0,4336.0
75201.0,23.0
75264.0,110153.0
75265.0,48235.0
75328.0,363.0
75329.0,120390.0
75392.0,277.0
75393.0,18651.0
75456.0,87.0
75457.0,9661.0
75520.0,1129.0
75521.0,529.0
75584.0,9248.0
75585.0,46.0
75648.0,3736.0
75649.0,413593.0
75712.0,16061.0
75713.0,4606.0
75776.0,3612.0
75777.0,5609.0
75840.0,1208.0
75841.0,23114.0
75904.0,1805.0
75905.0,101.0
75968.0,0.0
75969.0,8104.0
76032.0,2814.0
76033.0,11579.0
76096.0,2580.0
76097.0,51783.0
76160.0,583.0
76161.0,152.0
76224.0,255.0
76225.0,86.0
76288.0,3481.0
76289.0,29386.0
76352.0,2962.0
76353.0,864.0
76416.0,9241.0
76417.0,3504.0
76480.0,5942.0
76481.0,38407.0
76544.0,57142.0
76545.0,102871.0
76608.0,11065.0
76609.0,142.0
76672.0,1114.0
76673.0,16574.0
76736.0,344.0
76737.0,24733.0
76800.0,1728.0
76801.0,5963.0
76864.0,491.0
76865.0,18240.0
76928.0,12057.0
76929.0,106292.0
76992.0,6092.0
76993.0,68135.0
77056.0,2234.0
77057.0,6215.0
77120.0,4490.0
77121.0,4021.0
77184.0,3177.0
77185.0,2717.0
77248.0,3749.0
77249.0,542304.0
77312.0,4597.0
77313.0,5844.0
77376.0,790.0
77377.0,863.0
77440.0,37014.0
77441.0,4587.0
77504.0,51310.0
77505.0,110911.0
77568.0,15107.0
77569.0,636.0
77632.0,1116.0
77633.0,315.0
77696.0,2044.0
77697.0,89.0
77760.0,20972.0
77761.0,1134.0
77824.0,127.0
77825.0,9671.0
77888.0,20796.0
77889.0,3784.0
77952.0,20355.0
77953.0,17872.0
78016.0,128.0
78017.0,3684.0
78080.0,7447.0
78081.0,1208.0
78144.0,57.0
78145.0,1805.0
78208.0,22053.0
78209.0,0.0
78272.0,2429.0
78273.0,2823.0
78336.0,2516.0
78337.0,2891.0
78400.0,3055.0
78401.0,583.0
78464.0,1683.0
78465.0,255.0
78528.0,134819.0
78529.0,3702.0
78592.0,9205.0
78593.0,2962.0
78656.0,3791.0
78657.0,9548.0
78720.0,1963.0
78721.0,6195.0
78784.0,5664.0
78785.0,66677.0
78848.0,3888.0
78849.0,11330.0
78912.0,2670.0
78913.0,1155.0
78976.0,6382.0
78977.0,344.0
79040.0,12541.0
79041.0,1734.0
79104.0,11820.0
79105.0,494.0
79168.0,49.0
79169.0,12313.0
79232.0,1895.0
79233.0,6881.0
79296.0,242.0
79297.0,2336.0
79360.0,3296.0
79361.0,4585.0
79424.0,3543.0
79425.0,3194.0
79488.0,88889.0
79489.0,4434.0
79552.0,116.0
79553.0,4683.0
79616.0,5318.0
79617.0,846.0
79680.0,1182.0
79681.0,37812.0
79744.0,48149.0
79745.0,51681.0
79808.0,12770.0
79809.0,15839.0
79872.0,113548.0
79873.0,1647.0
79936.0,149.0
79937.0,2355.0
80000.0,13876.0
80001.0,22396.0
80064.0,124461.0
80065.0,130.0
80128.0,185410.0
80129.0,21340.0
80192.0,4147.0
80193.0,21019.0
80256.0,121705.0
80257.0,150.0
80320.0,100310.0
80321.0,8008.0
80384.0,71158.0
80385.0,86.0
80448.0,102936.0
80449.0,23873.0
80512.0,14499.0
80513.0,2437.0
80576.0,4751.0
80577.0,2572.0
80640.0,5587.0
80641.0,3103.0
80704.0,22565.0
80705.0,1687.0
80768.0,2418.0
80769.0,151449.0
80832.0,28315.0
80833.0,9428.0
80896.0,1071.0
80897.0,3843.0
80960.0,172679.0
80961.0,2212.0
81024.0,229.0
81025.0,5751.0
81088.0,2544.0
81089.0,4064.0
81152.0,5404.0
81153.0,2775.0
81216.0,946.0
81217.0,6444.0
81280.0,750.0
81281.0,13398.0
81344.0,67788.0
81345.0,12271.0
81408.0,0.0
81409.0,49.0
81472.0,3849.0
81473.0,2066.0
81536.0,1181.0
81537.0,331.0
81600.0,13.0
81601.0,3910.0
81664.0,5141.0
81665.0,3584.0
81728.0,9665.0
81729.0,98634.0
81792.0,4492.0
81793.0,141.0
81856.0,3134.0
81857.0,5539.0
81920.0,1090.0
81921.0,1213.0
81984.0,122754.0
81985.0,50324.0
82048.0,2909.0
82049.0,13453.0
82112.0,2653.0
82113.0,126488.0
82176.0,367.0
82177.0,153.0
82240.0,7.0
82241.0,14550.0
82304.0,937.0
82305.0,128746.0
82368.0,6779.0
82369.0,186640.0
82432.0,3889.0
82433.0,4862.0
82496.0,13583.0
82497.0,122759.0
82560.0,4582.0
82561.0,113378.0
82624.0,68738.0
82625.0,73401.0
82688.0,1246.0
82689.0,109939.0
82752.0,553188.0
82753.0,14598.0
82816.0,57714.0
82817.0,4865.0
82880.0,2115.0
82881.0,5886.0
82944.0,412.0
82945.0,23918.0
83008.0,4527.0
83009.0,2536.0
83072.0,62826.0
83073.0,30707.0
83136.0,5.0
83137.0,1071.0
83200.0,83595.0
83201.0,178524.0
83264.0,9278.0
83265.0,229.0
83328.0,9892.0
83329.0,2628.0
83392.0,23286.0
83393.0,5604.0
83456.0,2567.0
83457.0,1089.0
83520.0,25805.0
83521.0,841.0
83584.0,158.0
83585.0,79451.0
83648.0,145427.0
83649.0,0.0
83712.0,1541.0
83713.0,4079.0
83776.0,14319.0
83777.0,1201.0
83840.0,4952.0
83841.0,13.0
83904.0,7858.0
83905.0,5769.0
83968.0,12109.0
83969.0,10149.0
84032.0,8602.0
84033.0,4668.0
84096.0,4194.0
84097.0,3413.0
84160.0,8006.0
84161.0,1235.0
84224.0,7234.0
84225.0,136638.0
84288.0,7125.0
84289.0,2966.0
84352.0,2955.0
84353.0,2746.0
84416.0,3449.0
84417.0,367.0
84480.0,6676.0
84481.0,7.0
84544.0,5004.0
84545.0,968.0
84608.0,23.0
84609.0,6840.0
84672.0,36.0
84673.0,3961.0
84736.0,910.0
84737.0,13817.0
84800.0,44390.0
84801.0,4685.0
84864.0,143.0
84865.0,69005.0
84928.0,1047.0
84929.0,1283.0
84992.0,3227.0
84993.0,566109.0
85056.0,2327.0
85057.0,64406.0
85120.0,5968.0
85121.0,2221.0
85184.0,20.0
85185.0,434.0
85248.0,31454.0
85249.0,4562.0
85312.0,121707.0
85313.0,67061.0
85376.0,33.0
85377.0,5.0
85440.0,57921.0
85441.0,87415.0
85504.0,308649.0
85505.0,9543.0
85568.0,10190.0
85569.0,2712.0
85632.0,25057.0
85633.0,5870.0
85696.0,2582.0
85697.0,1190.0
85760.0,29088.0
85761.0,883.0
85824.0,159.0
85825.0,90321.0
85888.0,148504.0
85889.0,0.0
85952.0,1572.0
85953.0,4243.0
86016.0,14691.0
86017.0,1241.0
86080.0,5268.0
86081.0,13.0
86144.0,8169.0
86145.0,6178.0
86208.0,13153.0
86209.0,10603.0
86272.0,8698.0
86273.0,4855.0
86336.0,3673.0
86337.0,5946.0
86400.0,1556.0
86401.0,1283.0
86464.0,147526.0
86465.0,54487.0
86528.0,3010.0
86529.0,14473.0
86592.0,2869.0
86593.0,149944.0
86656.0,368.0
86657.0,154.0
86720.0,7.0
86721.0,15934.0
86784.0,996.0
86785.0,135439.0
86848.0,6921.0
86849.0,189397.0
86912.0,4038.0
86913.0,6680.0
86976.0,14217.0
86977.0,124929.0
87040.0,140775.0
87041.0,11302.0
87104.0,77113.0
87105.0,356.0
87168.0,118514.0
87169.0,29334.0
87232.0,15039.0
87233.0,2482.0
87296.0,5079.0
87297.0,2785.0
87360.0,6407.0
87361.0,3430.0
87424.0,25978.0
87425.0,1709.0
87488.0,2656.0
87489.0,211108.0
87552.0,35434.0
87553.0,10194.0
87616.0,1072.0
87617.0,3990.0
87680.0,189891.0
87681.0,3321.0
87744.0,230.0
87745.0,6018.0
87808.0,4529.0
87809.0,12465.0
87872.0,3292.0
87873.0,1332.0
87936.0,6693.0
87937.0,346.0
88000.0,16153.0
88001.0,1858.0
88064.0,13841.0
88065.0,565.0
88128.0,49.0
88129.0,13159.0
88192.0,2884.0
88193.0,8904.0
88256.0,402.0
88257.0,2601.0
88320.0,5542.0
88321.0,4952.0
88384.0,3653.0
88385.0,3308.0
88448.0,120001.0
88449.0,9608.0
88512.0,298.0
88513.0,5014.0
88576.0,1052.0
88577.0,962.0
88640.0,42532.0
88641.0,7075.0
88704.0,54102.0
88705.0,115080.0
88768.0,18937.0
88769.0,2399.0
88832.0,3750.0
88833.0,655.0
88896.0,3634.0
88897.0,105.0
88960.0,28470.0
88961.0,1160.0
89024.0,178.0
89025.0,11951.0
89088.0,23408.0
89089.0,3957.0
89152.0,24383.0
89153.0,26006.0
89216.0,317.0
89217.0,4096.0
89280.0,1217.0
89281.0,37515.0
89344.0,2063.0
89345.0,141.0
89408.0,0.0
89409.0,11545.0
89472.0,2900.0
89473.0,12485.0
89536.0,4680.0
89537.0,61074.0
89600.0,583.0
89601.0,164.0
89664.0,255.0
89665.0,197.0
89728.0,5119.0
89729.0,39691.0
89792.0,3160.0
89793.0,975.0
89856.0,10674.0
89857.0,3997.0
89920.0,7716.0
89921.0,48232.0
89984.0,93937.0
89985.0,134744.0
90048.0,198.0
90049.0,17575.0
90112.0,20483.0
90113.0,15855.0
90176.0,30789.0
90177.0,148.0
90240.0,9981.0
90241.0,5378.0
90304.0,22244.0
90305.0,13.0
90368.0,140170.0
90369.0,1772.0
90432.0,68139.0
90433.0,2845.0
90496.0,6711.0
90497.0,1164.0
90560.0,4749.0
90561.0,253757.0
90624.0,2804.0
90625.0,5006.0
90688.0,711530.0
90689.0,11116.0
90752.0,7128.0
90753.0,6520.0
90816.0,1277.0
90817.0,2497.0
90880.0,24.0
90881.0,64881.0
90944.0,73617.0
90945.0,2644.0
91008.0,316003.0
91009.0,3.0
91072.0,20615.0
91073.0,24012.0
91136.0,11441.0
91137.0,169.0
91200.0,585.0
91201.0,26090.0
91264.0,46.0
91265.0,48351.0
91328.0,427202.0
91329.0,268.0
91392.0,4915.0
91393.0,36084.0
91456.0,5974.0
91457.0,20288.0
91520.0,20712.0
91521.0,1142.0
91584.0,106065.0
91585.0,17029.0
91648.0,78767.0
91649.0,42507.0
91712.0,3366.0
91713.0,39026.0
91776.0,113.0
91777.0,6435.0
91840.0,7414.0
91841.0,89421.0
91904.0,13752.0
91905.0,147.0
91968.0,52199.0
91969.0,9304.0
92032.0,1661.0
92033.0,217.0
92096.0,25306.0
92097.0,0.0
92160.0,40989.0
92161.0,15504.0
92224.0,4116.0
92225.0,584628.0
92288.0,70180.0
92289.0,129119.0
92352.0,712.0
92353.0,5382.0
92416.0,298.0
92417.0,4277.0
92480.0,3604.0
92481.0,23337.0
92544.0,2724.0
92545.0,3800.0
92608.0,1183.0
92609.0,592.0
92672.0,1019.0
92673.0,2074.0
92736.0,4222.0
92737.0,20045.0
92800.0,66692.0
92801.0,4067.0
92864.0,23919.0
92865.0,186646.0
92928.0,1609.0
92929.0,1595.0
92992.0,12391.0
92993.0,2903.0
93056.0,17517.0
93057.0,37944.0
93120.0,8932.0
93121.0,2149.0
93184.0,17.0
93185.0,26.0
93248.0,991.0
93249.0,68313.0
93312.0,98462.0
93313.0,3837.0
93376.0,3246.0
